text,x_corr,y_corr,question_file
"and M. 
",70.89530996799999,366.1419174559999,0625_s13_qp_12
"metal ball
",218.6929,391.58155869,0625_s13_qp_12
"level J
",340.8765,424.94875869000003,0625_s13_qp_12
"level K
",340.8765,456.15061034200005,0625_s13_qp_12
"level L
",340.8765,487.35246199400007,0625_s13_qp_12
"level M
",340.8765,518.5543136460001,0625_s13_qp_12
" 
",376.7244,522.1304788,0625_s13_qp_12
"The times taken to fall from one level to the next are measured. 
",70.89519072,545.090848624,0625_s13_qp_12
"Where is the speed of the ball greatest and which time is shortest? 
",70.89519072,570.404876048,0625_s13_qp_12
" 
",85.067838944,606.604019952,0625_s13_qp_12
"A 
",81.0992,634.4019000000001,0625_s13_qp_12
"B 
",81.0992,655.3783,0625_s13_qp_12
"C 
",81.0992,676.383,0625_s13_qp_12
"D 
",81.0992,697.3877,0625_s13_qp_12
"speed is 
",132.29265888,600.283129488,0625_s13_qp_12
"time is 
",243.94951552,600.283129488,0625_s13_qp_12
"greatest between 
",110.5796176,612.925900272,0625_s13_qp_12
"shortest between 
",217.92730112,612.925900272,0625_s13_qp_12
"J and K 
",134.10708864,636.6785688,0625_s13_qp_12
"J and K 
",134.10708864,657.6549688,0625_s13_qp_12
"L and M 
",132.88846592,678.6596688,0625_s13_qp_12
"L and M 
",132.88846592,699.6643688,0625_s13_qp_12
"J and K 
",241.17046352,636.6785688,0625_s13_qp_12
"L and M 
",239.96063952,657.6549688,0625_s13_qp_12
"J and K 
",241.19466,678.6596688,0625_s13_qp_12
"L and M 
",239.97383759999997,699.6643688,0625_s13_qp_12
" 
",49.60691691199999,378.8131740959999,0625_s13_qp_12
" 
",49.606797664,532.44807784,0625_s13_qp_12
" 
",49.606797664,557.733619408,0625_s13_qp_12
" 
",49.606797664,583.047646832,0625_s13_qp_12
" 
 
",49.60629,727.330739584,0625_s13_qp_12
"© UCLES 2013 
",49.60629,804.11211,0625_s13_qp_12
"0625/12/M/J/13 
",270.12609378999997,804.11211,0625_s13_qp_12
" 
",545.681243088,804.11211,0625_s13_qp_12
"3 
",294.66141,48.716368800000055,0625_s13_qp_12
"3  A car travels at various speeds during a short journey. 
 
",49.60629,87.72133958400013,0625_s13_qp_12
"The  table  shows  the  distances  travelled  and  the  times  taken  during  each  of  four  stages 
P, Q, R and S. 
",70.894683056,113.00688115200023,0625_s13_qp_12
" 
",49.60629,125.64965193600028,0625_s13_qp_12
" 
",49.60629,201.67386880000004,0625_s13_qp_12
"stage 
",162.14180881599998,142.43101065600024,0625_s13_qp_12
"distance travelled / km 
",117.80791,165.6454688,0625_s13_qp_12
"time taken / minutes 
",117.80791,186.62186880000002,0625_s13_qp_12
"P 
",265.682946096,142.43101065600024,0625_s13_qp_12
"1.8 
",261.673839488,165.6454688,0625_s13_qp_12
"2 
",266.280752992,186.62186880000002,0625_s13_qp_12
"Q 
",326.10815569600004,142.43101065600024,0625_s13_qp_12
"3.6 
",322.725188,165.6454688,0625_s13_qp_12
"2 
",327.32979184,186.62186880000002,0625_s13_qp_12
"R 
",387.43523409600004,142.43101065600024,0625_s13_qp_12
"2.7 
",383.776536512,165.6454688,0625_s13_qp_12
"4 
",388.378830688,186.62186880000002,0625_s13_qp_12
"S 
",448.80630609600007,142.43101065600024,0625_s13_qp_12
"2.7 
",444.82788502399995,165.6454688,0625_s13_qp_12
"3 
",449.4278695359999,186.62186880000002,0625_s13_qp_12
"During which two stages is the car travelling at the same average speed? 
",70.894683056,214.3166395840001,0625_s13_qp_12
"A  P and Q 
",70.8661972,237.95781036800008,0625_s13_qp_12
"B  P and S 
",170.10696008000002,237.95781036800008,0625_s13_qp_12
"C  Q and R 
",269.347612976,237.95781036800008,0625_s13_qp_12
"D  R and S 
",368.559780016,237.95781036800008,0625_s13_qp_12
" 
 
4  Two blocks of metal X and Y hang from spring balances, as shown in the diagrams. 
 
",49.606180015999996,288.55737936000025,0625_s13_qp_12
"N
",228.63433045600004,318.93905750400006,0625_s13_qp_12
"0
1
2
3
4
5
",239.4888,428.2584556,0625_s13_qp_12
"X
",223.56709,522.0350656,0625_s13_qp_12
"N
",357.871887625,318.9386489760001,0625_s13_qp_12
"0
1
2
3
4
5
",368.7263,428.2584556,0625_s13_qp_12
"Y
",353.088,533.2834656,0625_s13_qp_12
" 
",381.23151,554.8706588,0625_s13_qp_12
" 
",49.606653359999996,565.21685368,0625_s13_qp_12
"What does the diagram show about X and Y? 
",70.86656056,577.859624464,0625_s13_qp_12
"A  They have the same mass and the same volume but different weights. 
",70.86656056,601.472089424,0625_s13_qp_12
"B  They have the same mass and the same weight but different volumes. 
",70.86656056,623.129038864,0625_s13_qp_12
"C  They have the same mass, the same volume and the same weight. 
",70.86656056,644.757502448,0625_s13_qp_12
"D  They have the same weight and the same volume but different masses. 
",70.86656056,666.442937744,0625_s13_qp_12
" 
 
5  A student stands with both feet on some scales in order to measure his weight. 
 
",49.606653359999996,717.042506736,0625_s13_qp_12
"The reading on the scales is 500 N. He lifts one foot off the scales and keeps it lifted. 
",70.895046416,729.68527752,0625_s13_qp_12
" 
",49.60624543999998,742.35452544,0625_s13_qp_12
"What is the new reading on the scales? 
",70.89463849599998,754.997296224,0625_s13_qp_12
"A  0 
",70.89463849599998,778.638467008,0625_s13_qp_12
"B  250 N 
",170.10779539199999,778.638467008,0625_s13_qp_12
"C  500 N 
",269.34755056,778.6375688,0625_s13_qp_12
"D  1000 N 
",368.56006470399996,778.6375688,0625_s13_qp_12
"© UCLES 2013 
",49.60629,803.48849,0625_s13_qp_12
"0625/12/M/J/13 
",270.12609378999997,803.48849,0625_s13_qp_12
"[Turn over 
",491.3008,803.48849,0625_s13_qp_12
"6  A  measuring  cylinder  containing  liquid  is  placed  on  a  top-pan  balance.  The  apparatus  is  left 
",49.60629,75.07856880000008,0625_s13_qp_12
"overnight and some of the liquid evaporates. The diagrams show the readings. 
",70.89479304,87.72133958400013,0625_s13_qp_12
"4 
",294.66141,48.716368800000055,0625_s13_qp_12
" 
",49.60639998399999,100.36411036800018,0625_s13_qp_12
" 
",49.60787312000002,323.02476368,0625_s13_qp_12
"cm3
",140.3808,117.51908200000003,0625_s13_qp_12
"liquid
",93.7417,172.75898200000006,0625_s13_qp_12
"g
",167.3019,251.10222380000005,0625_s13_qp_12
"before liquid
evaporates
",120.451,309.100692,0625_s13_qp_12
"cm3
",369.62849,117.51908200000003,0625_s13_qp_12
"liquid
",322.9897,172.75898200000006,0625_s13_qp_12
"244
243
242
241
240
",445.7343,188.77500840000005,0625_s13_qp_12
"252
251
250
249
248
",216.4863,186.3380184,0625_s13_qp_12
"measuring
cylinder
",236.028734809,234.94838277999997,0625_s13_qp_12
"g
",396.5495,251.10222380000005,0625_s13_qp_12
"after liquid
evaporates
",352.450774741,309.100692,0625_s13_qp_12
" 
",501.7323,312.6785688,0625_s13_qp_12
"What is the density of the liquid? 
",70.86778032000002,335.6675344639999,0625_s13_qp_12
"A  0.875 g / cm3  B  1.14 g / cm3 
",70.89626617600003,359.3087052479999,0625_s13_qp_12
"C  1.40 g / cm3 
",269.348280064,359.30846879999996,0625_s13_qp_12
"D  1.42 g / cm3 
",368.56047424,359.30846879999996,0625_s13_qp_12
" 
 
7  A child sits on a rubber ball and bounces up and down on the ground. 
 
",49.60749305599995,409.90803779199996,0625_s13_qp_12
"What stays the same when the ball hits the ground? 
",70.86646911999999,572.21852448,0625_s13_qp_12
" 
",333.241,549.2296687999999,0625_s13_qp_12
"A 
",70.86646911999999,595.83098944,0625_s13_qp_12
"B 
",70.86646911999999,617.48793888,0625_s13_qp_12
"C 
",70.86646911999999,639.116402464,0625_s13_qp_12
"D 
",70.86646911999999,660.80183776,0625_s13_qp_12
"the acceleration of the ball 
",92.15497215999999,595.83098944,0625_s13_qp_12
"the mass of the ball 
",92.148263136,617.48793888,0625_s13_qp_12
"the shape of the ball 
",92.14815315199999,639.116402464,0625_s13_qp_12
"the velocity of the ball 
",92.15497215999999,660.80183776,0625_s13_qp_12
" 
",49.60656191999999,559.5472678399999,0625_s13_qp_12
" 
 
",49.60656191999999,686.087379328,0625_s13_qp_12
"© UCLES 2013 
",49.60629,804.11211,0625_s13_qp_12
"0625/12/M/J/13 
",270.12609378999997,804.11211,0625_s13_qp_12
" 
",545.681243088,804.11211,0625_s13_qp_12
"8  The diagrams show different objects, each being acted upon by only the two forces shown. 
 
",49.60629,87.72133958400013,0625_s13_qp_12
"5 
",294.66141,48.716368800000055,0625_s13_qp_12
"Which object is in equilibrium? 
",70.8661972,100.36411036800018,0625_s13_qp_12
" 
",49.60629,113.00688115200023,0625_s13_qp_12
"A 
",130.48441,122.02390000000003,0625_s13_qp_12
"B 
",245.8092,122.02390000000003,0625_s13_qp_12
"3 N
",89.7375,149.40566580999996,0625_s13_qp_12
"4 N
",205.062353563,161.1378685861,0625_s13_qp_12
"4 N
",278.181697367,161.13756580999996,0625_s13_qp_12
"3 N
",162.857397367,190.84186580999994,0625_s13_qp_12
" 
 
9  The diagram shows a hydroelectric system. 
 
",49.60689903999997,248.61596604800013,0625_s13_qp_12
"reservoir
",148.15066684,277.8465188250001,0625_s13_qp_12
"pipe
",314.367,285.00592399000004,0625_s13_qp_12
"C 
",361.1335,122.02390000000003,0625_s13_qp_12
"5 N
",368.88387036610004,143.83126581,0625_s13_qp_12
"5 N
",368.842251973,195.58468419899998,0625_s13_qp_12
"D 
4 N
",476.4579,143.83126581,0625_s13_qp_12
"5 N
",483.99965197299997,195.58468419899998,0625_s13_qp_12
" 
",506.7213,200.3415688,0625_s13_qp_12
"water
",261.55569,366.59172399,0625_s13_qp_12
"power
station
",406.32475684,403.42225599,0625_s13_qp_12
" 
",524.2394,427.93526879999996,0625_s13_qp_12
"What are the main energy changes taking place? 
",70.896240416,450.89563862399996,0625_s13_qp_12
"A  chemical energy → kinetic energy → electrical energy 
",70.896240416,475.273702208,0625_s13_qp_12
"B  electrical energy → gravitational energy → kinetic energy 
",70.89646038399997,497.752122144,0625_s13_qp_12
"C  gravitational energy → kinetic energy → electrical energy 
",70.896460384,520.202056224,0625_s13_qp_12
"D  kinetic energy → electrical energy → gravitational energy 
",70.89679033599995,542.709181984,0625_s13_qp_12
" 
",49.607847359999994,438.25286783999996,0625_s13_qp_12
" 
 
",49.60850726399994,568.108007072,0625_s13_qp_12
"© UCLES 2013 
",49.60629,803.48849,0625_s13_qp_12
"0625/12/M/J/13 
",270.12609378999997,803.48849,0625_s13_qp_12
"[Turn over 
",491.3008,803.48849,0625_s13_qp_12
"10  A  car  moves  along  a  level  road  at  constant  speed.  Work  is  done  by  the  engine  and  power  is 
",49.60629,75.07856880000008,0625_s13_qp_12
"developed by the engine. 
",70.89479304,87.72133958400013,0625_s13_qp_12
"6 
",294.66141,48.716368800000055,0625_s13_qp_12
"Which pair of graphs shows how the work done and the power developed vary with time? 
",70.89479304,113.00688115200023,0625_s13_qp_12
"A
",154.8595419249,135.78680103300007,0625_s13_qp_12
"power
",161.33279,167.0727177,0625_s13_qp_12
"work
",59.7543,167.0727177,0625_s13_qp_12
"B
",423.9363011709,135.78680103300007,0625_s13_qp_12
"power
",430.61411,167.0727177,0625_s13_qp_12
"work
",329.03571,167.0727177,0625_s13_qp_12
"0
",75.1498,221.8418076999999,0625_s13_qp_12
"0
",84.581590464,232.7117612799999,0625_s13_qp_12
"time
",126.518091034,231.37872975000005,0625_s13_qp_12
"0
",183.4626,221.8418076999999,0625_s13_qp_12
"0
",192.894390464,232.7117612799999,0625_s13_qp_12
"time
",234.83069905989998,231.37872975000005,0625_s13_qp_12
"0
",344.4317,221.8418076999999,0625_s13_qp_12
"0
",353.863490464,232.7117612799999,0625_s13_qp_12
"time
",395.799501034,231.37872975000005,0625_s13_qp_12
"0
",452.7439,221.8418076999999,0625_s13_qp_12
"0
",462.175690464,232.7117612799999,0625_s13_qp_12
"time
",504.1120190599,231.37872975000005,0625_s13_qp_12
"C
",154.6549811709,282.39119108,0625_s13_qp_12
"power
",161.33279,313.6772176999999,0625_s13_qp_12
"work
",59.7543,313.6772176999999,0625_s13_qp_12
"D
",423.9363011709,282.39119108,0625_s13_qp_12
"power
",430.61411,313.6772176999999,0625_s13_qp_12
"work
",329.03571,313.6772176999999,0625_s13_qp_12
"0
",75.1498,368.4449177,0625_s13_qp_12
"0
",84.581590464,379.31487128000003,0625_s13_qp_12
"time
",126.518091034,377.98213022,0625_s13_qp_12
"0
",183.4626,368.4449177,0625_s13_qp_12
"0
",192.894390464,379.31487128000003,0625_s13_qp_12
"time
",234.83069905989998,377.98213022,0625_s13_qp_12
"0
",344.4317,368.4449177,0625_s13_qp_12
"0
",353.863490464,379.31487128000003,0625_s13_qp_12
"time
",395.799501034,377.98213022,0625_s13_qp_12
"0
",452.7439,368.4449177,0625_s13_qp_12
"0
",462.175690464,379.31487128000003,0625_s13_qp_12
"time
",504.1120190599,377.98213022,0625_s13_qp_12
" 
",535.7197,383.0060688,0625_s13_qp_12
" 
",49.60639998399999,100.36411036800018,0625_s13_qp_12
" 
",49.60639998399999,125.64965193600028,0625_s13_qp_12
" 
 
",49.606917599999974,405.966438624,0625_s13_qp_12
"© UCLES 2013 
",49.60629,804.11211,0625_s13_qp_12
"0625/12/M/J/13 
",270.12609378999997,804.11211,0625_s13_qp_12
" 
",545.681243088,804.11211,0625_s13_qp_12
"11  A mercury manometer is used to measure a pressure difference. The difference is shown by the 
",49.60629,75.07856880000008,0625_s13_qp_12
"levels X and Y in the diagram. 
",70.86509736000002,87.72133958400013,0625_s13_qp_12
"7 
",294.60471,48.716368800000055,0625_s13_qp_12
" 
",49.60519016000002,100.36411036800018,0625_s13_qp_12
" 
",49.607109279999975,358.00396784,0625_s13_qp_12
"mm
100
90
80
70
60
50
40
30
20
10
0
",278.20820372000003,313.2024967,0625_s13_qp_12
"X
",242.2959,306.54112829999997,0625_s13_qp_12
"Y
",324.994613685,161.36389763700004,0625_s13_qp_12
"mercury
",346.914553335,236.18695386700006,0625_s13_qp_12
" 
",387.1843,347.68636879999997,0625_s13_qp_12
"What is the pressure difference represented by X and Y? 
",70.86701647999998,370.67522448,0625_s13_qp_12
"A  5 mm of mercury 
",70.86701647999998,394.28797879999996,0625_s13_qp_12
"B  50 mm of mercury 
",70.86611208,415.94492823999997,0625_s13_qp_12
"C  90 mm of mercury 
",70.86608280000002,437.57313238399996,0625_s13_qp_12
"D  95 mm of mercury 
",70.86608280000002,459.2580688,0625_s13_qp_12
" 
 
12  The  diagrams  show  the  actual  size  of  the  heels  of  four  different  lady’s  shoes,  as  seen  from 
",49.60617560000001,497.214867008,0625_s13_qp_12
"underneath the shoe. 
",70.8660828,509.857637792,0625_s13_qp_12
"Which heel is most likely to cause damage to floors? 
",70.8660828,535.14317936,0625_s13_qp_12
"A
",109.9921,558.1066000000001,0625_s13_qp_12
"B
",217.44668225299998,558.1066000000001,0625_s13_qp_12
"C
",325.110249496,558.1066000000001,0625_s13_qp_12
"D
",432.762817529,558.1066000000001,0625_s13_qp_12
" 
",492.1796,680.1336588,0625_s13_qp_12
" 
",49.6061756,522.5004085759999,0625_s13_qp_12
" 
",49.60628558399998,547.814436,0625_s13_qp_12
" 
 
",49.60728352000001,703.094028624,0625_s13_qp_12
"© UCLES 2013 
",49.60629,803.80029,0625_s13_qp_12
"0625/12/M/J/13 
",270.12609378999997,803.80029,0625_s13_qp_12
"[Turn over 
",491.3008,803.80029,0625_s13_qp_12
"13  Which diagram best shows the path of a gas molecule? 
 
",49.60629,87.72133958400013,0625_s13_qp_12
"A
",147.7899,97.72249999999997,0625_s13_qp_12
"B
",246.24752445,97.72249999999997,0625_s13_qp_12
"C
",344.9031399,97.72249999999997,0625_s13_qp_12
"D
",443.56975485000004,97.72249999999997,0625_s13_qp_12
"8 
",294.66141,48.716368800000055,0625_s13_qp_12
" 
 
14  A gas storage tank has a fixed volume. The graph shows how the temperature of the gas in the 
",49.60761881600001,225.6549094080001,0625_s13_qp_12
" 
",478.7433,190.0517688,0625_s13_qp_12
"tank varies with time. 
",70.86752601600001,238.29768019200014,0625_s13_qp_12
" 
",49.60761881600001,250.96893683200017,0625_s13_qp_12
" 
",49.606586256000014,402.62136784,0625_s13_qp_12
" 
 
",49.606586256000014,529.161479328,0625_s13_qp_12
"temperature
",189.69509760600002,286.9398090799999,0625_s13_qp_12
"X
",254.0181,388.5388476,0625_s13_qp_12
"Y
",343.5793,388.69775760000005,0625_s13_qp_12
"time
",372.520425966,387.15660012,0625_s13_qp_12
" 
",405.72279,392.3037688,0625_s13_qp_12
"At time Y, the gas molecules are 
",70.86649345600001,415.264138624,0625_s13_qp_12
"A  closer together than at time X. 
",70.86649345600001,438.876603584,0625_s13_qp_12
"B  hitting the sides of the tank harder than at time X. 
",70.86649345600001,460.533553024,0625_s13_qp_12
"C 
",70.86649345600001,482.190502464,0625_s13_qp_12
"larger in size than at time X. 
",92.08900609600002,482.190502464,0625_s13_qp_12
"D  moving more slowly than at time X. 
",70.86649345600001,503.847451904,0625_s13_qp_12
"© UCLES 2013 
",49.60629,804.11211,0625_s13_qp_12
"0625/12/M/J/13 
",270.12609378999997,804.11211,0625_s13_qp_12
" 
",545.681243088,804.11211,0625_s13_qp_12
"9 
",294.60471,48.716368800000055,0625_s13_qp_12
"15  The diagrams show four blocks of steel. The blocks are all drawn to the same scale. 
 
",49.60629,87.72133958400013,0625_s13_qp_12
"The same quantity of thermal energy (heat) is given to each block. 
",70.8661972,100.36411036800018,0625_s13_qp_12
" 
",49.60629,113.00688115200023,0625_s13_qp_12
" 
",49.60629,138.3209085760003,0625_s13_qp_12
"Which block shows the greatest rise in temperature? 
",70.8661972,125.64965193600028,0625_s13_qp_12
"A 
",106.3418,148.7509,0625_s13_qp_12
"B 
",214.9962860719,148.7509,0625_s13_qp_12
"C 
",323.6507721438,148.7509,0625_s13_qp_12
"D 
",432.30525821569995,148.7509,0625_s13_qp_12
" 
 
16  A mercury thermometer with no scale is taped to a ruler as shown.  
 
",49.607302079999954,295.89769019200014,0625_s13_qp_12
"When the thermometer is placed in steam, the mercury level rises to 22.0 cm. 
",70.86720927999995,308.56894683200017,0625_s13_qp_12
" 
",510.1796,247.6517788,0625_s13_qp_12
"When the thermometer is placed in pure melting ice, the mercury level falls to 2.0 cm. 
",70.86668838399994,333.85381036800004,0625_s13_qp_12
"ruler
",208.2047,479.07744711000004,0625_s13_qp_12
"cm 
30 
28 
26 
24 
22 
20 
18 
16 
14 
12 
10 
8 
6 
4 
2 
0 
",265.4072,609.0652719450002,0625_s13_qp_12
"thermometer
",324.1965,437.08194711000004,0625_s13_qp_12
"mercury
",324.1965,537.07134711,0625_s13_qp_12
" 
",387.1843,629.8187688,0625_s13_qp_12
"Which temperature is shown by the mercury level in the diagram? 
",70.86701647999998,652.8077344640001,0625_s13_qp_12
"A  6 
",70.89550233599998,677.185798048,0625_s13_qp_12
"°C 
",99.80791,677.1856688,0625_s13_qp_12
"B  8 
",170.10748312,677.1856688,0625_s13_qp_12
"°C 
",199.02049,677.1856688,0625_s13_qp_12
"C  30 
",269.347669104,677.1856688,0625_s13_qp_12
"°C 
",304.38429,677.1856688,0625_s13_qp_12
"D  40 
",368.56105384,677.1856688,0625_s13_qp_12
"°C 
",403.5685,677.1856688,0625_s13_qp_12
" 
",49.60678118399994,321.2110395840001,0625_s13_qp_12
" 
",49.60738864000001,346.49614958399997,0625_s13_qp_12
" 
",49.607109279999975,640.16496368,0625_s13_qp_12
" 
 
",49.60710278399989,702.58427392,0625_s13_qp_12
"© UCLES 2013 
",49.60629,803.80029,0625_s13_qp_12
"0625/12/M/J/13 
",270.12609378999997,803.80029,0625_s13_qp_12
"[Turn over 
",491.3008,803.80029,0625_s13_qp_12
"10 
",291.60001,48.716368800000055,0625_s13_qp_12
"17  Which statement about the transfer of thermal energy is correct? 
 
",49.60629,87.72133958400013,0625_s13_qp_12
"A  Convection can occur in air, but only when the air is trapped. 
",70.8661972,100.33540454400008,0625_s13_qp_12
"B  Convection can only occur in a gas. 
",70.8661972,121.99235398400003,0625_s13_qp_12
"C  Radiation cannot occur in air. 
",70.8661972,143.620817568,0625_s13_qp_12
"D  Radiation can occur in a vacuum, but convection cannot. 
",70.8661972,165.30625286400004,0625_s13_qp_12
" 
 
18  The diagram shows a refrigerator.  
 
",49.60629,215.90582185600022,0625_s13_qp_12
"The cooling unit is placed at the top. The cooling unit cools the air near it. 
",70.894683056,228.54859264000027,0625_s13_qp_12
" 
",49.60629,241.2198492800003,0625_s13_qp_12
" 
",49.606691184,404.86066783999996,0625_s13_qp_12
" 
",49.606691184,430.14620940799995,0625_s13_qp_12
" 
 
",49.60629,560.795339584,0625_s13_qp_12
"cooling unit
",170.1071,272.4673250999999,0625_s13_qp_12
"What happens to the density of the air as it cools, and how does it move? 
",70.89508424,417.50343862399995,0625_s13_qp_12
" 
",349.11501,394.54306879999996,0625_s13_qp_12
" 
",85.067732464,444.62219350399994,0625_s13_qp_12
"A 
",81.0992,467.8381,0625_s13_qp_12
"B 
",81.0992,488.8428,0625_s13_qp_12
"C 
",81.0992,509.8475,0625_s13_qp_12
"D 
",81.0992,530.8239,0625_s13_qp_12
"density of the air 
",120.47268190400001,446.8988623039999,0625_s13_qp_12
"movement of the air 
",235.416960304,446.8988623039999,0625_s13_qp_12
"decreases 
",135.46759072,470.1147688,0625_s13_qp_12
"decreases 
",135.46759072,491.1194688,0625_s13_qp_12
"increases 
",137.309712736,512.1241688,0625_s13_qp_12
"increases 
",137.309712736,533.1005688,0625_s13_qp_12
"moves down 
",253.18016640000002,470.1147688,0625_s13_qp_12
"stays at the top 
",246.7296048,491.1194688,0625_s13_qp_12
"moves down 
",253.181156256,512.1241688,0625_s13_qp_12
"stays at the top 
",246.723995616,533.1005688,0625_s13_qp_12
"© UCLES 2013 
",49.60629,804.11211,0625_s13_qp_12
"0625/12/M/J/13 
",270.12609378999997,804.11211,0625_s13_qp_12
" 
",545.681243088,804.11211,0625_s13_qp_12
"19  The diagram shows the surface of water in a ripple tank. A wave is travelling in the direction of 
",49.60629,75.07856880000008,0625_s13_qp_12
"the arrow towards a gap in a barrier. 
",70.89479304,87.72133958400013,0625_s13_qp_12
"11 
",291.60001,48.716368800000055,0625_s13_qp_12
" 
",49.60639998399999,100.36411036800018,0625_s13_qp_12
" 
",49.60671759999997,285.01186784000004,0625_s13_qp_12
" 
",49.60671759999995,322.96866604800016,0625_s13_qp_12
"barrier
",336.41572685000006,112.54304756599993,0625_s13_qp_12
"water
surface
",428.0864,163.40283739999995,0625_s13_qp_12
" 
",464.2299,274.69426880000003,0625_s13_qp_12
"wavefronts
",131.2157,243.19200739999997,0625_s13_qp_12
"What happens to the wave as it passes through the gap, and what happens to the shape of the 
wavefronts after passing through the gap? 
",70.89511065599996,310.29740940800014,0625_s13_qp_12
" 
",85.06775887999996,346.5250391680001,0625_s13_qp_12
"A 
",81.0992,374.2948,0625_s13_qp_12
"B 
",81.0992,395.2995,0625_s13_qp_12
"C 
",81.0992,416.3042,0625_s13_qp_12
"D 
",81.0992,437.3089,0625_s13_qp_12
"what happens 
",121.49335983999995,340.2041487040001,0625_s13_qp_12
"shape after passing 
",220.73423270399996,340.2041487040001,0625_s13_qp_12
"at the gap 
",131.27324710399995,352.8469194880001,0625_s13_qp_12
"through the gap 
",230.20154543999996,352.8469194880001,0625_s13_qp_12
"diffraction 
",131.896520224,376.5714688,0625_s13_qp_12
"diffraction 
",131.896520224,397.5761688,0625_s13_qp_12
"refraction 
",132.8026784,418.58086879999996,0625_s13_qp_12
"refraction 
",132.8026784,439.5855688,0625_s13_qp_12
"curved 
",252.238813344,376.5714688,0625_s13_qp_12
"straight 
",250.70772608000004,397.5761688,0625_s13_qp_12
"curved 
",252.243212704,418.58086879999996,0625_s13_qp_12
"straight 
",250.71212544000002,439.5855688,0625_s13_qp_12
" 
 
20  The diagram represents a wave. 
 
",49.60629,492.566067008,0625_s13_qp_12
"displacement
",134.72975455000005,514.99710878,0625_s13_qp_12
"0
",198.77544325000005,546.565604657,0625_s13_qp_12
"X
",229.0592,590.2982177,0625_s13_qp_12
"distance
",419.7169,554.9804177,0625_s13_qp_12
"Y
",388.719252395,590.2982177,0625_s13_qp_12
" 
",460.7433,593.8753588,0625_s13_qp_12
" 
",49.60782022399991,604.19295784,0625_s13_qp_12
"How many wavelengths are there between X and Y? 
",70.86772742399991,616.86421448,0625_s13_qp_12
"A 
",70.86772742399991,642.17703208,0625_s13_qp_12
"2  
",94.8759686569,642.1777588,0625_s13_qp_12
"3
",94.7905,643.7562,0625_s13_qp_12
"B  1 
",170.1070072,642.1777588,0625_s13_qp_12
"C 
",269.34667024,642.1777588,0625_s13_qp_12
"11  
",291.4299,642.1777588,0625_s13_qp_12
"2
",298.3181,643.8696,0625_s13_qp_12
"D  3 
",368.56014128,642.1777588,0625_s13_qp_12
" 
 
21  Which group of electromagnetic radiations is arranged in order of increasing frequency? 
",49.605331456,683.790425168,0625_s13_qp_12
"A 
",70.865238656,707.431595952,0625_s13_qp_12
"B 
",70.865238656,729.796732368,0625_s13_qp_12
"infra-red, visible light, ultraviolet 
",92.09006096,707.431595952,0625_s13_qp_12
"γ-rays, X-rays, infra-red 
",92.09655001600001,729.796732368,0625_s13_qp_12
"C  ultra-violet, visible light, radio waves 
",70.86523865600002,751.538479472,0625_s13_qp_12
"D  X-rays, radio waves, γ-rays 
",70.89273465600002,773.960917552,0625_s13_qp_12
"© UCLES 2013 
",49.60629,803.48849,0625_s13_qp_12
"0625/12/M/J/13 
",270.12609378999997,803.48849,0625_s13_qp_12
"[Turn over 
",491.3008,803.48849,0625_s13_qp_12
"22  An electronic engineer makes devices which can receive television pictures from satellites. 
 
",49.60629,87.72133958400013,0625_s13_qp_12
"Which type of electromagnetic radiation must these devices be able to receive? 
",70.8661972,100.36411036800018,0625_s13_qp_12
"12 
",291.5433,48.716368800000055,0625_s13_qp_12
"A 
",70.8661972,123.9765753280002,0625_s13_qp_12
"infra-red waves 
",92.0931092,123.9765753280002,0625_s13_qp_12
"B  microwaves 
",70.8661972,145.63352476800014,0625_s13_qp_12
"C 
",70.8661972,167.2904742080001,0625_s13_qp_12
"radio waves 
",92.093219184,167.2904742080001,0625_s13_qp_12
"D  ultra-violet waves 
",70.8936932,188.94742364800004,0625_s13_qp_12
" 
 
23  Which diagram correctly represents rays of light passing through a converging lens in a camera? 
 
",49.606180016,239.5469926400002,0625_s13_qp_12
"A 
",163.132,249.4207,0625_s13_qp_12
"B
",424.11571,249.4207,0625_s13_qp_12
"camera
",197.461944597,267.3763164689001,0625_s13_qp_12
"camera
",457.77987458300004,267.7081264689,0625_s13_qp_12
"object
",58.4716,331.67255449000004,0625_s13_qp_12
"image
",246.12614758700002,338.50057572490005,0625_s13_qp_12
"object
",318.78931,332.00436448999994,0625_s13_qp_12
"image
",506.44286765000004,338.83238572489995,0625_s13_qp_12
"lens
",151.1328,359.00916449,0625_s13_qp_12
"C 
",163.13212910299995,424.6523571701,0625_s13_qp_12
"lens
",151.13218185,533.5546760428999,0625_s13_qp_12
"camera
",197.128944597,441.94173576599997,0625_s13_qp_12
"image
",245.793147587,513.0659950219999,0625_s13_qp_12
"object
",319.1223,506.57056449,0625_s13_qp_12
"lens
",412.5204,358.65636449,0625_s13_qp_12
"D
",424.11490822700006,424.65255906379997,0625_s13_qp_12
"lens
",412.5204,533.90766449,0625_s13_qp_12
"camera
",458.11264459700004,442.2743264689,0625_s13_qp_12
"image
",506.776847587,513.3985857248999,0625_s13_qp_12
" 
",537.16541,548.8895688,0625_s13_qp_12
"object
",58.1386,506.23676449,0625_s13_qp_12
" 
 
",49.60743783999993,571.8499386240001,0625_s13_qp_12
"© UCLES 2013 
",49.60629,804.3956000000001,0625_s13_qp_12
