question_id,text,x_corr,y_corr,question_number,question_text,question_file,question_page,category,text_new,duplicate
0625_m17_qp_22_33,"33  The truth table for a logic gate is shown. 
 
",49.60629,87.87531718,33,The truth table for a logic gate is shown   input   input   output                             Which type of logic gate is it? A AND B NOR C NOT D OR ,0625_m17_qp_22,14,450,"Thetruthtableforalogicgateisshown.

",0
0625_m17_qp_22_34,"34  In  this  circuit,  a  component  at  X  automatically  protects  the  wiring  from  overheating  if  there  is  a 
",49.60804974,280.1220862,34,"In this circuit, a component at X automatically protects the wiring from overheating if there is a fault    electrical supply X   Which row indicates components that are suitable?   circuit breaker fuse switch   A /a   /a   /a   key  B /a   /a   /a   /a  = suitable  C /a   /a   /a   /a  = not suitable  D /a   /a   /a          © UCLES          /  /F/M/   [Turn over",0625_m17_qp_22,14,440,"Inthiscircuit,acomponentatXautomaticallyprotectsthewiringfromoverheatingifthereisa
",0
0625_m17_qp_22_35,"35  The diagram shows a simple transformer with an input of 240 V and an output of 40 V. 
 
",49.60629,87.87531718,35,The diagram shows a simple transformer with an input of      V and an output of     V   There are     turns on the primary coil    output input     turns      V     Vprimary coil secondary coil   How many turns are there on the secondary coil? A     B     C     D      ,0625_m17_qp_22,15,450,"ThediagramshowsasimpletransformerwithaninputofVandanoutputofV.

",0
0625_m17_qp_22_36,"36  The diagram shows a current-carrying wire. The wire is at 90° to a magnetic field. The direction of 
",49.60763458,296.789168,36,"The diagram shows a current-carrying wire  The wire is at    ° to a magnetic field  The direction of the magnetic field is into the page    wire magnetic fieldinto the page current   A force acts on the wire due to the current and the magnetic field   In which direction does the force act? A into the page B out of the page C towards the bottom of the diagram D towards the top of the diagram        Permission to reproduce items where third-par ty owned material protected by copyright is  included has been sought and cleared w here possible  Every reasonable effort has been made by the publisher (UCLES) to trace copyright holder s, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends at the earliest possible opportunity   To avoid the issue of disclosure of answer-related information to candidates, all copyright acknowledgements are reproduced onl ine in the Cambridge International Examinations Copyright Acknowledgements Booklet  This is produced for each series of examinations and is freely a vailable to download at www cie org uk after the live examination series   Cambridge International Examinations is part of the Cambridge Asse ssment Group  Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge    © UCLES          /  /F/M/  ",0625_m17_qp_22,15,450,"Thediagramshowsacurrent-carryingwire.Thewireisat°toamagneticfield.Thedirectionof
",0
0625_m17_qp_22_37,"37  A radioactive substance emits radiation at a rate of 600 emissions per second. Four hours later, it 
",49.60629,75.2325464,37,"A radioactive substance emits radiation at a rate of     emissions per second  Four hours later, it emits radiation at a rate of     emissions per second   What is the half-life of the substance and what is the rate of emission after a further four hours?   half-life  / hours rate of emission after a further four hours /  emissions per second  A      B        C      D        ",0625_m17_qp_22,16,520,"Aradioactivesubstanceemitsradiationatarateofemissionspersecond.Fourhourslater,it
",0
0625_m17_qp_22_38,"38  The nuclide notation for an isotope of silver is 
 
",49.60629,315.4692195,38,The nuclide notation for an isotope of silver is  Ag        How many nucleons are in a nucleus of this isotope? A    B    C     D     ,0625_m17_qp_22,16,510,"Thenuclidenotationforanisotopeofsilveris

",0
0625_m17_qp_22_39,"39  The  equation  represents  an  isotope  of  radium  Ra  decaying  to  an  isotope  of  radon  Rn  with  the 
",49.60877622,389.7099593,39,The equation represents an isotope of radium Ra decaying to an isotope of radon Rn with the emission of particle X    Ra      → Rn      + X  What is particle X? A  e  − B H   C He   D n   ,0625_m17_qp_22,16,510,"TheequationrepresentsanisotopeofradiumRadecayingtoanisotopeofradonRnwiththe
",0
0625_m17_qp_22_40,"40  An atomic nucleus decays by one or more radioactive decay processes. 
 
",49.60617024,532.8873219,40,An atomic nucleus decays by one or more radioactive decay processes   What causes the proton number to decrease by  ? A α-decay followed by β-decay B α-decay only C β-decay followed by γ-decay D β-decay only    ,0625_m17_qp_22,16,520,"Anatomicnucleusdecaysbyoneormoreradioactivedecayprocesses.

",0
0625_s13_qp_11_01,"1  The diagrams show the readings on a measuring cylinder before and after a small metal cube is 
",49.60629,75.0785688,1,"The diagrams show the readings on a measuring cylinder before and after a small metal cube is added               cm cm              before afterwater metal cube   How many more identical cubes can be added to the cylinder, without causing the water to overflow? Do not include the cube already in the cylinder  A   B   C   D   ",0625_s13_qp_11,2,110,"Thediagramsshowthereadingsonameasuringcylinderbeforeandafterasmallmetalcubeis
",0
0625_s13_qp_11_02,"2  Which person is experiencing an acceleration? 
",49.60650619,373.9082742,2,Which person is experiencing an acceleration? A a driver of a car that is braking to stop at traffic lights B a passenger in a train that is stationary in a railway station C a shopper in a large store ascending an escalator (moving stairs) at a uniform rate D a skydiver falling at constant speed towards the Earth ,0625_s13_qp_11,2,120,"Whichpersonisexperiencinganacceleration?
",0
0625_s13_qp_11_03,"3  A car travels at various speeds during a short journey. 
 
",49.60650619,513.0911565,3,"A car travels at various speeds during a short journey   The table shows the distances travelled and the times taken during each of four stages P, Q, R and S   stage P Q R S  distance travelled  / km                time taken  / minutes         During which two stages is the car travelling at the same average speed? A P and Q B P and S C Q and R D R and S     © UCLES          /  /M/J/   [Turn over",0625_s13_qp_11,2,120,"Acartravelsatvariousspeedsduringashortjourney.

",0
0625_s13_qp_11_04,"4  Two blocks of metal X and Y hang from spring balances, as shown in the diagrams. 
 
",49.60629,87.72133958,4,"Two blocks of metal X and Y hang from spring balances, as shown in the diagrams                X YN           N   What does the diagram show about X and Y? A They have the same mass and the same volume but different weights  B They have the same mass and the same weight but different volumes  C They have the same mass, the same volume and the same weight  D They have the same weight and the same volume but different masses  ",0625_s13_qp_11,3,130,"TwoblocksofmetalXandYhangfromspringbalances,asshowninthediagrams.

",0
0625_s13_qp_11_05,"5  A 1 kg sample of aluminium is stored in a laboratory. In a different laboratory, in the same town,  
",49.60665336,503.564926,5,"A    kg sample of aluminium is stored in a laboratory  In a different laboratory, in the same town,  there is a    kg sample of iron   Which quantity must these two samples always have in common? A the same density B the same temperature C the same volume D the same weight     © UCLES          /  /M/J/  ",0625_s13_qp_11,3,130,"Akgsampleofaluminiumisstoredinalaboratory.Inadifferentlaboratory,inthesametown,
",0
0625_s13_qp_11_06,"6  A measuring cylinder has a mass of 120 g when empty. 
 
",49.60629,87.72133958,6,"A measuring cylinder has a mass of      g when empty   When it contains     cm  of a liquid, the total mass of the measuring cylinder and the liquid is      g   What is the density of the liquid? A       g / cm  B       g / cm  C        g / cm  D        g / cm  ",0625_s13_qp_11,4,220,"Ameasuringcylinderhasamassofgwhenempty.

",0
0625_s13_qp_11_07,"7  A car moves along a level road. 
 
",49.60663504,342.8960902,7,A car moves along a level road   The diagram shows all of the horizontal forces acting on the car          N forcefrom engine      Nfriction    Nair resistance   Which statement is correct? A The car is slowing down  B The car is speeding up  C The car is moving at a constant speed  D The car is moving backwards      © UCLES          /  /M/J/   [Turn over,0625_s13_qp_11,4,120,"Acarmovesalongalevelroad.

",0
0625_s13_qp_11_08,"8  The diagram shows a force being applied to a lever to lift a heavy weight. 
 
",49.60629,87.72133958,8,The diagram shows a force being applied to a lever to lift a heavy weight    force pivot leverheavy weight   Which change would enable the heavy weight to be lifted with a smaller force? A Move the force to the right  B Move the heavy weight to the right  C Move the force to the left  D Move the pivot to the left  ,0625_s13_qp_11,5,152,"Thediagramshowsaforcebeingappliedtoalevertoliftaheavyweight.

",0
0625_s13_qp_11_09,"9  The diagram shows a hydroelectric system. 
 
",49.60678048,350.2101369,9,The diagram shows a hydroelectric system    water powerstationpipereservoir   What are the main energy changes taking place? A chemical energy → kinetic energy → electrical energy B electrical energy → gravitational energy → kinetic energy C gravitational energy → kinetic energy → electrical energy D kinetic energy → electrical energy → gravitational energy     © UCLES          /  /M/J/  ,0625_s13_qp_11,5,170,"Thediagramshowsahydroelectricsystem.

",0
0625_s13_qp_11_10,"10  An escalator (moving stairs) and a lift (elevator) are both used to carry passengers from the same 
",49.60629,75.0785688,10,"An escalator (moving stairs) and a lift (elevator) are both used to carry passengers from the same underground railway platform up to street level    escalator lift  The escalator takes    seconds to carry a man to street level  The useful work done is W  The useful power developed is P  The lift takes    seconds to carry the same man to street level   How much useful work is done by the lift, and how much useful power is developed by the lift?   useful work done by lift useful power developed by lift  A more than W less than P  B more than W P  C W less than P  D W P  ",0625_s13_qp_11,6,170,"Anescalator(movingstairs)andalift(elevator)arebothusedtocarrypassengersfromthesame
",0
0625_s13_qp_11_11,"11  A man stands on the ground. 
 
",49.60629,575.8477912,11,A man stands on the ground   Which action will increase the pressure that the man exerts on the ground? A The man slowly bends his knees  B The man slowly lies down on the ground  C The man slowly raises his arms  D The man slowly raises one foot off the ground      © UCLES          /  /M/J/   [Turn over,0625_s13_qp_11,6,170,"Amanstandsontheground.

",0
0625_s13_qp_11_12,"12  The diagram shows a simple mercury barometer. 
 
",49.60629,87.72133958,12,The diagram shows a simple mercury barometer                      cmvacuummetre rule mercury   Which length is used to find the value of atmospheric pressure? A     cm B     cm C     cm D      cm ,0625_s13_qp_11,7,180,"Thediagramshowsasimplemercurybarometer.

",0
0625_s13_qp_11_13,"13  A thermometer bulb is covered by a piece of damp absorbent cloth. 
 
",49.60698352,438.2544378,13,A thermometer bulb is covered by a piece of damp absorbent cloth    thermomete r airdamp cloth bulb  Air at room temperature is blown across the damp cloth   What happens to the thermometer reading? A It remains constant  B It rises  C It rises then falls  D It falls      © UCLES          /  /M/J/  ,0625_s13_qp_11,7,220,"Athermometerbulbiscoveredbyapieceofdampabsorbentcloth.

",0
0625_s13_qp_11_14,"14  A gas storage tank has a fixed volume. The graph shows how the temperature of the gas in the 
",49.60629,75.0785688,14,"A gas storage tank has a fixed volume  The gra ph shows how the temperature of the gas in the tank varies with time    Xtimetemperature Y  At time Y, the gas molecules are A closer together than at time X  B hitting the sides of the tank harder than at time X  C larger in size than at time X  D moving more slowly than at time X  ",0625_s13_qp_11,8,210,"Agasstoragetankhasafixedvolume.Thegraphshowshowthetemperatureofthegasinthe
",0
0625_s13_qp_11_15,"15  The diagrams show four blocks of steel. The blocks are all drawn to the same scale. 
 
",49.60720792,403.841321,15,The diagrams show four blocks of steel  The blocks are all drawn to the same scale   The same quantity of thermal energy (heat) is given to each block   Which block shows the greatest rise in temperature?   A B C D       © UCLES          /  /M/J/   [Turn over,0625_s13_qp_11,8,220,"Thediagramsshowfourblocksofsteel.Theblocksarealldrawntothesamescale.

",0
0625_s13_qp_11_16,"16  A mercury thermometer with no scale is taped to a ruler as shown.  
 
",49.60629,87.72133958,16,"A mercury thermometer with no scale is taped to a ruler as shown    When the thermometer is placed in steam, the mercury level rises to       cm   When the thermometer is placed in pure melting ice, the mercury level falls to      cm                                               cm  mercuryrulerthermomete r   Which temperature is shown by the mercury level in the diagram? A    °C B    °C C     °C D     °C     © UCLES          /  /M/J/  ",0625_s13_qp_11,9,220,"Amercurythermometerwithnoscaleistapedtoarulerasshown.

",0
0625_s13_qp_11_17,"17  The diagram shows the cross-section of a vacuum flask containing a hot liquid in a cold room. 
 
",49.60629,87.72133958,17,The diagram shows the cross-section of a vacuum flask containing a hot liquid in a cold room   X and Y are points on the inside surfaces of the walls of the flask    XYcold roomvacuum hot liquid   How is thermal energy transferred between X and Y? A by conduction and convection B by conduction only C by radiation and convection D by radiation only      © UCLES          /  /M/J/   [Turn over,0625_s13_qp_11,10,230,"Thediagramshowsthecross-sectionofavacuumflaskcontainingahotliquidinacoldroom.

",0
0625_s13_qp_11_18,"18  The diagram shows a refrigerator.  
 
",49.60629,87.72133958,18,"The diagram shows a refrigerator    The cooling unit is placed at the top  The cooling unit cools the air near it    cooling unit   What happens to the density of the air as it cools, and how does it move?   density of the air movement of the air  A decreases moves down  B decreases stays at the top  C increases moves down  D increases stays at the top  ",0625_s13_qp_11,11,230,"Thediagramshowsarefrigerator.

",0
0625_s13_qp_11_19,"19  Visible light and γ-rays are both waves. 
 
",49.60618002,458.7196616,19,Visible light and γ-rays are both waves   How may they correctly be described?   visible light γ-rays  A longitudinal longitudinal  B longitudinal transverse  C transverse longitudinal  D transverse transverse       © UCLES          /  /M/J/  ,0625_s13_qp_11,11,330,"Visiblelightandγ-raysarebothwaves.

",0
0625_s13_qp_11_20,"20  The diagram represents a wave. 
 
",49.60629,87.72133958,20,The diagram represents a wave    XYdistancedisplacement    How many wavelengths are there between X and Y? A     B   C     D   ,0625_s13_qp_11,12,310,"Thediagramrepresentsawave.

",0
0625_s13_qp_11_21,"21  Different  parts  of  the  electromagnetic  spectrum  are  used  for  different  purposes.  Below  are  four 
",49.60533146,278.9463452,21,Different parts of the electromagnetic spectrum are used for different purposes  Below are four statements about parts of the spectrum   statement  : Infra-red waves are used in television remote controllers  statement  : Radio waves are used to transmit television pictures from satellites to Earth  statement  : Ultra-violet waves are used for intruder alarms  statement  : X-rays are used for security checks   Which statements are correct? A   and   B   and   C   and   D   and   ,0625_s13_qp_11,12,330,"Differentpartsoftheelectromagneticspectrumareusedfordifferentpurposes.Belowarefour
",0
0625_s13_qp_11_22,"22  Which diagram shows how a ray of light could pass through a glass block in air? 
 
",49.60522147,481.4000531,22,Which diagram shows how a ray of light could pass through a glass block in air?   A glassB glass glassCglassD      © UCLES          /  /M/J/   [Turn over,0625_s13_qp_11,12,320,"Whichdiagramshowshowarayoflightcouldpassthroughaglassblockinair?

",0
0625_s13_qp_11_23,"23  Which diagram correctly represents rays of light passing through a converging lens in a camera? 
 
",49.60629,87.72133958,23,Which diagram correctly represents rays of light passing through a converging lens in a camera?   A B C  object imagecameraDobject imagecamera objectlensimagecameralensobject imagecamera lens lens  ,0625_s13_qp_11,13,320,"Whichdiagramcorrectlyrepresentsraysoflightpassingthroughaconverginglensinacamera?

",0
0625_s13_qp_11_24,"24  The diagrams represent two sound waves. The scales in the two diagrams are the same. 
 
",49.60743784,445.311956,24,The diagrams represent two sound waves  The scales in the two diagrams are the same    displacementtimesound wave  displacementtimesound wave     Which statement describes the waves? A The waves have different loudness and different pitch  B The waves have different loudness but the same pitch  C The waves have the same loudness and the same pitch  D The waves have the same loudness but different pitch       © UCLES          /  /M/J/  ,0625_s13_qp_11,13,340,"Thediagramsrepresenttwosoundwaves.Thescalesinthetwodiagramsarethesame.

",0
0625_s13_qp_11_25,"25  A student claps once when standing 100 m away from a large wall. 
 
",49.60629,87.72133958,25,A student claps once when standing      m away from a large wall   The speed of sound in air is      m  / s   How long after clapping does the student hear an echo? A       s B       s C      s D      s ,0625_s13_qp_11,14,340,"Astudentclapsoncewhenstandingmawayfromalargewall.

",0
0625_s13_qp_11_26,"26  Which statement about magnetism is correct? 
",49.60753808,187.2462912,26,Which statement about magnetism is correct? A Aluminium is a ferrous metal  B A steel magnet can be demagnetised by heating it  C The core of an electromagnet is usually made of steel  D The magnetic field lines around a bar magnet are evenly spaced  ,0625_s13_qp_11,14,410,"Whichstatementaboutmagnetismiscorrect?
",0
0625_s13_qp_11_27,"27  Two soft-iron rods are placed end to end inside a coil which is connected to a battery. 
 
",49.60753808,326.4568894,27,Two soft-iron rods are placed end to end inside a coil which is connected to a battery    soft-iron rod soft-iron rodcoil   The connections from the battery to the coil are now reversed   What happens to the soft-iron rods in each case?   battery connections as shown battery connections reversed  A rods attract rods attract  B rods attract rods repel  C rods repel rods attract  D rods repel rods repel       © UCLES          /  /M/J/   [Turn over,0625_s13_qp_11,14,450,"Twosoft-ironrodsareplacedendtoendinsideacoilwhichisconnectedtoabattery.

",0
0625_s13_qp_11_28,"28  Three  charged  balls,  P,  Q  and  R  are  suspended  by  insulating  threads.  Ball  P  is  negatively 
",49.60629,75.0785688,28,"Three charged balls, P, Q and R are suspended by insulating threads  Ball P is negatively charged   Ball Q is brought close to ball P    –PQinsulating thread   Ball Q is now brought close to ball R    QR  What are the charges on ball Q and on ball R?   ball Q ball R  A positive positive  B positive negative  C negative positive  D negative negative       © UCLES          /  /M/J/  ",0625_s13_qp_11,15,420,"Threechargedballs,P,QandRaresuspendedbyinsulatingthreads.BallPisnegatively
",0
0625_s13_qp_11_29,"29  Which circuit could be used to determine the resistance of the resistor R? 
 
",49.60629,87.72133958,29,Which circuit could be used to determine the resistance of the resistor R?   A VDV AC RRV AAA VB R R  ,0625_s13_qp_11,16,430,"WhichcircuitcouldbeusedtodeterminetheresistanceoftheresistorR?

",0
0625_s13_qp_11_30,"30  Which copper wire would have the smallest resistance? 
 
",49.60683336,479.2992802,30,"Which copper wire would have the smallest resistance?  A a long, thick wire B a long, thin wire C a short, thick wire D a short, thin wire ",0625_s13_qp_11,16,420,"Whichcopperwirewouldhavethesmallestresistance?

",0
0625_s13_qp_11_31,"31  The diagram shows an electrical circuit. 
 
",49.60672338,607.5124683,31,The diagram shows an electrical circuit    PON LM   Between which two points must a voltmeter be connected to find the potential difference across the bell? A L and M B M and N C N and O D O and P      © UCLES          /  /M/J/   [Turn over,0625_s13_qp_11,16,430,"Thediagramshowsanelectricalcircuit.

",0
0625_s13_qp_11_32,"32  The reading on the ammeter in the circuit is 1.0 A. 
 
",49.60629,87.72133958,32,The reading on the ammeter in the circuit is      A   A second ammeter is connected in the circuit  It also reads      A   At which labelled point is it connected?        AA B C D A  ,0625_s13_qp_11,17,430,"Thereadingontheammeterinthecircuitis.A.

",0
0625_s13_qp_11_33,"33  The circuit shows a battery and four lamps. All the lamps are lit. 
 
",49.60689766,308.908866,33,The circuit shows a battery and four lamps  All the lamps are lit   One lamp fails and all the lamps go out   Which lamp failed?   A B CD  ,0625_s13_qp_11,17,430,"Thecircuitshowsabatteryandfourlamps.Allthelampsarelit.

",0
0625_s13_qp_11_34,"34  A desk lamp should have a 3 A fuse fitted, but a 13 A fuse has been fitted by mistake. 
 
",49.60640832,562.0992296,34,"A desk lamp should have a    A fuse fitted, but a     A fuse has been fitted by mistake   The lamp is not faulty   The lamp is switched on  What happens? A The fuse blows  B The fuse does not blow but the lamp does not light  C The lamp draws too much current and the supply cables could melt  D The lamp works normally       © UCLES          /  /M/J/  ",0625_s13_qp_11,17,440,"AdesklampshouldhaveaAfusefitted,butaAfusehasbeenfittedbymistake.

",0
0625_s13_qp_11_35,"35  An electric current can produce a heating effect and a magnetic effect. 
 
",49.60629,87.72133958,35,"An electric current can produce a heating effect and a magnetic effect   Which row shows the effect that a relay uses, together with one application of a relay?   effect used by a relay one application of a relay  A heating effect allowing a small current to switch on a large current  B heating effect changing the voltage of an alternating current  C magnetic effect allowing a small current to switch on a large current  D magnetic effect changing the voltage of an alternating current  ",0625_s13_qp_11,18,430,"Anelectriccurrentcanproduceaheatingeffectandamagneticeffect.

",0
0625_s13_qp_11_36,"36  The diagram shows a mains transformer that has an output voltage of 12 V. 
 
",49.60629,268.4583296,36,The diagram shows a mains transformer that has an output voltage of     V         V a c input     V a c outputcoil with     turnssoft-iron core   How many turns of wire are in the secondary coil? A    B    C    D              © UCLES          /  /M/J/   [Turn over,0625_s13_qp_11,18,450,"ThediagramshowsamainstransformerthathasanoutputvoltageofV.

",0
0625_s13_qp_11_37,"37  The diagram shows an experiment to demonstrate electromagnetic induction. 
 
",49.60629,87.72133958,37,"The diagram shows an experiment to demonstrate electromagnetic induction    NSX YA wire   X and Y are joined, in turn, by four wires, each made of a different material   Each wire is then moved quickly downwards between the magnets   Which material will not give rise to an induced current in the wire? A aluminium B copper C iron D nylon ",0625_s13_qp_11,19,450,"Thediagramshowsanexperimenttodemonstrateelectromagneticinduction.

",0
0625_s13_qp_11_38,"38  In a cathode-ray tube, particles are fired at a screen. 
 
",49.60678768,521.7929899,38,"In a cathode-ray tube, particles are fired at a screen   What are these particles? A α-particles B electrons C neutrons D protons        Permission to reproduce items where third -party owned material protected by copyright is included has been sought and cleared w here possible  Every reasonable effort has been made by the publisher (UCLES) to trace copyright holders, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends at the earliest possible opportunity   University of Cambridge International Examinations is part of the Cambridge Assessment Group  Cambridge Assessment is the brand  name of University of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge    © UCLES          /  /M/J/  ",0625_s13_qp_11,19,520,"Inacathode-raytube,particlesarefiredatascreen.

",0
0625_s13_qp_11_39,"39  The graph shows how the count rate on a detector due to a radioactive source changes with time. 
 
",49.60629,87.72133958,39,The graph shows how the count rate on a detector due to a radioactive source changes with time                   count ratecounts per minute time  / hours  What is the count rate at     hours? A     counts per minute B     counts per minute C     counts per minute D   counts per minute ,0625_s13_qp_11,20,520,"Thegraphshowshowthecountrateonadetectorduetoaradioactivesourcechangeswithtime.

",0
0625_s13_qp_11_40,"40  The diagram represents a carbon atom. 
 
",49.60732784,408.2067069,40,The diagram represents a carbon atom    + + +  + + +  + – –– ––––key neutron proton electron    What is the nucleon number (mass number) for this atom? A   B   C    D       ,0625_s13_qp_11,20,510,"Thediagramrepresentsacarbonatom.

",0
0625_s13_qp_12_01,"1  A student measures the length of a rod XY by holding it next to a metre rule. 
 
",49.60629,87.72133958,1,A student measures the length of a rod XY by holding it next to a metre rule                     cmXY   The student writes down the length as       cm   Which statement is correct? A The value is correct  B The value is incorrect because it should be       cm  C The value is incorrect because it should be in millimetres  D The value is incorrect because the student should subtract the reading for end Y from the reading for end X  ,0625_s13_qp_12,2,110,"AstudentmeasuresthelengthofarodXYbyholdingitnexttoametrerule.

",0
0625_s13_qp_12_02,"2  A heavy metal ball falls vertically downwards through air past four equally spaced levels J, K, L 
",49.60669694,353.4991467,2,"A heavy metal ball falls vertically downwards through air past four equally spaced levels J, K, L and M    level Jlevel Klevel Llevel Mmetal ball   The times taken to fall from one level to the next are measured   Where is the speed of the ball greatest and which time is shortest?   speed is greatest between time is shortest between  A J and K J and K  B J and K L and M  C L and M J and K  D L and M L and M      © UCLES          /  /M/J/   [Turn over",0625_s13_qp_12,2,120,"AheavymetalballfallsverticallydownwardsthroughairpastfourequallyspacedlevelsJ,K,L
",0
0625_s13_qp_12_03,"3  A car travels at various speeds during a short journey. 
 
",49.60629,87.72133958,3,"A car travels at various speeds during a short journey   The table shows the distances travelled and the times taken during each of four stages P, Q, R and S   stage P Q R S  distance travelled  / km                time taken  / minutes         During which two stages is the car travelling at the same average speed? A P and Q B P and S C Q and R D R and S ",0625_s13_qp_12,3,120,"Acartravelsatvariousspeedsduringashortjourney.

",1
0625_s13_qp_12_04,"4  Two blocks of metal X and Y hang from spring balances, as shown in the diagrams. 
 
",49.60618002,288.5573794,4,"Two blocks of metal X and Y hang from spring balances, as shown in the diagrams                X YN           N   What does the diagram show about X and Y? A They have the same mass and the same volume but different weights  B They have the same mass and the same weight but different volumes  C They have the same mass, the same volume and the same weight  D They have the same weight and the same volume but different masses  ",0625_s13_qp_12,3,130,"TwoblocksofmetalXandYhangfromspringbalances,asshowninthediagrams.

",1
0625_s13_qp_12_05,"5  A student stands with both feet on some scales in order to measure his weight. 
 
",49.60665336,717.0425067,5,A student stands with both feet on some scales in order to measure his weight   The reading on the scales is      N  He lifts one foot off the scales and keeps it lifted   What is the new reading on the scales? A   B      N C      N D       N   © UCLES          /  /M/J/  ,0625_s13_qp_12,3,130,"Astudentstandswithbothfeetonsomescalesinordertomeasurehisweight.

",0
0625_s13_qp_12_06,"6  A  measuring  cylinder  containing  liquid  is  placed  on  a  top-pan  balance.  The  apparatus  is  left 
",49.60629,75.0785688,6,A measuring cylinder containing liquid is pl aced on a top-pan balance  The apparatus is left overnight and some of the liquid evaporates  The diagrams show the readings    g                cm  before liquidevaporatesliquid g                cm  after liquidevaporatesliquidmeasuringcylinder   What is the density of the liquid? A        g / cm  B       g / cm  C       g / cm  D       g / cm  ,0625_s13_qp_12,4,110,"Ameasuringcylindercontainingliquidisplacedonatop-panbalance.Theapparatusisleft
",0
0625_s13_qp_12_07,"7  A child sits on a rubber ball and bounces up and down on the ground. 
 
",49.60749306,409.9080378,7,A child sits on a rubber ball and bounces up and down on the ground      What stays the same when the ball hits the ground? A the acceleration of the ball B the mass of the ball C the shape of the ball D the velocity of the ball     © UCLES          /  /M/J/   [Turn over,0625_s13_qp_12,4,130,"Achildsitsonarubberballandbouncesupanddownontheground.

",0
0625_s13_qp_12_08,"8  The diagrams show different objects, each being acted upon by only the two forces shown. 
 
",49.60629,87.72133958,8,"The diagrams show different objects, each being acted upon by only the two forces shown   Which object is in equilibrium?     N   NA    N   NB    N   N  N   NC D   ",0625_s13_qp_12,5,152,"Thediagramsshowdifferentobjects,eachbeingacteduponbyonlythetwoforcesshown.

",0
0625_s13_qp_12_09,"9  The diagram shows a hydroelectric system. 
 
",49.60689904,248.615966,9,The diagram shows a hydroelectric system    water powerstationpipereservoir   What are the main energy changes taking place? A chemical energy → kinetic energy → electrical energy B electrical energy → gravitational energy → kinetic energy C gravitational energy → kinetic energy → electrical energy D kinetic energy → electrical energy → gravitational energy     © UCLES          /  /M/J/  ,0625_s13_qp_12,5,170,"Thediagramshowsahydroelectricsystem.

",1
0625_s13_qp_12_10,"10  A  car  moves  along  a  level  road  at  constant  speed.  Work  is  done  by  the  engine  and  power  is 
",49.60629,75.0785688,10,A car moves along a level road at constant speed  Work is done by the engine and power is developed by the engine   Which pair of graphs shows how the work done and the power developed vary with time?   worktimepowertimeA worktimepowertimeB worktimepowertimeC worktimepowertimeD                            © UCLES          /  /M/J/   [Turn over,0625_s13_qp_12,6,170,"Acarmovesalongalevelroadatconstantspeed.Workisdonebytheengineandpoweris
",0
0625_s13_qp_12_11,"11  A mercury manometer is used to measure a pressure difference. The difference is shown by the 
",49.60629,75.0785688,11,A mercury manometer is used to measure a pressu re difference  The difference is shown by the levels X and Y in the diagram                          mm XYmercury   What is the pressure difference represented by X and Y? A    mm of mercury B     mm of mercury C     mm of mercury D     mm of mercury ,0625_s13_qp_12,7,180,"Amercurymanometerisusedtomeasureapressuredifference.Thedifferenceisshownbythe
",0
0625_s13_qp_12_12,"12  The  diagrams  show  the  actual  size  of  the  heels  of  four  different  lady’s  shoes,  as  seen  from 
",49.6061756,497.214867,12,"The diagrams show the actual size of the heels of four different lady’s shoes, as seen from underneath the shoe   Which heel is most likely to cause damage to floors?   ABCD      © UCLES          /  /M/J/  ",0625_s13_qp_12,7,180,"Thediagramsshowtheactualsizeoftheheelsoffourdifferentlady’sshoes,asseenfrom
",0
0625_s13_qp_12_13,"13  Which diagram best shows the path of a gas molecule? 
 
",49.60629,87.72133958,13,Which diagram best shows the path of a gas molecule?   ABCD  ,0625_s13_qp_12,8,210,"Whichdiagrambestshowsthepathofagasmolecule?

",0
0625_s13_qp_12_14,"14  A gas storage tank has a fixed volume. The graph shows how the temperature of the gas in the 
",49.60761882,225.6549094,14,"A gas storage tank has a fixed volume  The graph shows how the temperature of the gas in the tank varies with time    Xtimetemperature Y  At time Y, the gas molecules are A closer together than at time X  B hitting the sides of the tank harder than at time X  C larger in size than at time X  D moving more slowly than at time X      © UCLES          /  /M/J/   [Turn over",0625_s13_qp_12,8,210,"Agasstoragetankhasafixedvolume.Thegraphshowshowthetemperatureofthegasinthe
",1
0625_s13_qp_12_15,"15  The diagrams show four blocks of steel. The blocks are all drawn to the same scale. 
 
",49.60629,87.72133958,15,The diagrams show four blocks of steel  The blocks are all drawn to the same scale   The same quantity of thermal energy (heat) is given to each block   Which block shows the greatest rise in temperature?   A B C D   ,0625_s13_qp_12,9,220,"Thediagramsshowfourblocksofsteel.Theblocksarealldrawntothesamescale.

",1
0625_s13_qp_12_16,"16  A mercury thermometer with no scale is taped to a ruler as shown.  
 
",49.60730208,295.8976902,16,"A mercury thermometer with no scale is taped to a ruler as shown    When the thermometer is placed in steam, the mercury level rises to       cm   When the thermometer is placed in pure melting ice, the mercury level falls to      cm                                               cm  mercuryrulerthermomete r   Which temperature is shown by the mercury level in the diagram? A    °C B    °C C     °C D     °C     © UCLES          /  /M/J/  ",0625_s13_qp_12,9,220,"Amercurythermometerwithnoscaleistapedtoarulerasshown.

",1
