question_id,answer,question_file
0625_s16_qp_21_18,A,0625_s16_ms_21
0625_s16_qp_21_19,B,0625_s16_ms_21
0625_s16_qp_21_20,A,0625_s16_ms_21
0625_s16_qp_21_21,C,0625_s16_ms_21
0625_s16_qp_21_22,D,0625_s16_ms_21
0625_s16_qp_21_23,D,0625_s16_ms_21
0625_s16_qp_21_24,B,0625_s16_ms_21
0625_s16_qp_21_25,D,0625_s16_ms_21
0625_s16_qp_21_26,B,0625_s16_ms_21
0625_s16_qp_21_27,D,0625_s16_ms_21
0625_s16_qp_21_28,A,0625_s16_ms_21
0625_s16_qp_21_29,B,0625_s16_ms_21
0625_s16_qp_21_30,A,0625_s16_ms_21
0625_s16_qp_21_31,A,0625_s16_ms_21
0625_s16_qp_21_32,D,0625_s16_ms_21
0625_s16_qp_21_33,A,0625_s16_ms_21
0625_s16_qp_21_34,B,0625_s16_ms_21
0625_s16_qp_21_35,B,0625_s16_ms_21
0625_s16_qp_21_36,C,0625_s16_ms_21
0625_s16_qp_21_37,B,0625_s16_ms_21
0625_s16_qp_21_38,D,0625_s16_ms_21
0625_s16_qp_21_39,D,0625_s16_ms_21
0625_s16_qp_21_40,B,0625_s16_ms_21
0625_s16_qp_22_01,A,0625_s16_ms_22
0625_s16_qp_22_02,B,0625_s16_ms_22
0625_s16_qp_22_03,B,0625_s16_ms_22
0625_s16_qp_22_04,A,0625_s16_ms_22
0625_s16_qp_22_05,A,0625_s16_ms_22
0625_s16_qp_22_06,A,0625_s16_ms_22
0625_s16_qp_22_07,C,0625_s16_ms_22
0625_s16_qp_22_08,B,0625_s16_ms_22
0625_s16_qp_22_09,B,0625_s16_ms_22
0625_s16_qp_22_10,A,0625_s16_ms_22
0625_s16_qp_22_11,B,0625_s16_ms_22
0625_s16_qp_22_12,D,0625_s16_ms_22
0625_s16_qp_22_13,B,0625_s16_ms_22
0625_s16_qp_22_14,A,0625_s16_ms_22
0625_s16_qp_22_15,B,0625_s16_ms_22
0625_s16_qp_22_16,D,0625_s16_ms_22
0625_s16_qp_22_17,D,0625_s16_ms_22
0625_s16_qp_22_18,C,0625_s16_ms_22
0625_s16_qp_22_19,A,0625_s16_ms_22
0625_s16_qp_22_20,C,0625_s16_ms_22
0625_s16_qp_22_21,D,0625_s16_ms_22
0625_s16_qp_22_22,C,0625_s16_ms_22
0625_s16_qp_22_23,A,0625_s16_ms_22
0625_s16_qp_22_24,B,0625_s16_ms_22
0625_s16_qp_22_25,D,0625_s16_ms_22
0625_s16_qp_22_26,A,0625_s16_ms_22
0625_s16_qp_22_27,A,0625_s16_ms_22
0625_s16_qp_22_28,B,0625_s16_ms_22
0625_s16_qp_22_29,A,0625_s16_ms_22
0625_s16_qp_22_30,A,0625_s16_ms_22
0625_s16_qp_22_31,A,0625_s16_ms_22
0625_s16_qp_22_32,D,0625_s16_ms_22
0625_s16_qp_22_33,A,0625_s16_ms_22
0625_s16_qp_22_34,B,0625_s16_ms_22
0625_s16_qp_22_35,B,0625_s16_ms_22
0625_s16_qp_22_36,C,0625_s16_ms_22
0625_s16_qp_22_37,B,0625_s16_ms_22
0625_s16_qp_22_38,A,0625_s16_ms_22
0625_s16_qp_22_39,D,0625_s16_ms_22
0625_s16_qp_22_40,C,0625_s16_ms_22
0625_s16_qp_23_01,A,0625_s16_ms_23
0625_s16_qp_23_02,C,0625_s16_ms_23
0625_s16_qp_23_03,C,0625_s16_ms_23
0625_s16_qp_23_04,A,0625_s16_ms_23
0625_s16_qp_23_05,C,0625_s16_ms_23
0625_s16_qp_23_06,C,0625_s16_ms_23
0625_s16_qp_23_07,D,0625_s16_ms_23
0625_s16_qp_23_08,C,0625_s16_ms_23
0625_s16_qp_23_09,B,0625_s16_ms_23
0625_s16_qp_23_10,A,0625_s16_ms_23
0625_s16_qp_23_11,B,0625_s16_ms_23
0625_s16_qp_23_12,D,0625_s16_ms_23
0625_s16_qp_23_13,B,0625_s16_ms_23
0625_s16_qp_23_14,A,0625_s16_ms_23
0625_s16_qp_23_15,D,0625_s16_ms_23
0625_s16_qp_23_16,B,0625_s16_ms_23
0625_s16_qp_23_17,C,0625_s16_ms_23
0625_s16_qp_23_18,A,0625_s16_ms_23
0625_s16_qp_23_19,D,0625_s16_ms_23
0625_s16_qp_23_20,C,0625_s16_ms_23
0625_s16_qp_23_21,C,0625_s16_ms_23
0625_s16_qp_23_22,D,0625_s16_ms_23
0625_s16_qp_23_23,C,0625_s16_ms_23
0625_s16_qp_23_24,D,0625_s16_ms_23
0625_s16_qp_23_25,C,0625_s16_ms_23
0625_s16_qp_23_26,B,0625_s16_ms_23
0625_s16_qp_23_27,D,0625_s16_ms_23
0625_s16_qp_23_28,A,0625_s16_ms_23
0625_s16_qp_23_29,D,0625_s16_ms_23
0625_s16_qp_23_30,B,0625_s16_ms_23
0625_s16_qp_23_31,A,0625_s16_ms_23
0625_s16_qp_23_32,D,0625_s16_ms_23
0625_s16_qp_23_33,A,0625_s16_ms_23
0625_s16_qp_23_34,B,0625_s16_ms_23
0625_s16_qp_23_35,B,0625_s16_ms_23
0625_s16_qp_23_36,C,0625_s16_ms_23
0625_s16_qp_23_37,D,0625_s16_ms_23
0625_s16_qp_23_38,C,0625_s16_ms_23
0625_s16_qp_23_39,B,0625_s16_ms_23
0625_s16_qp_23_40,D,0625_s16_ms_23
0625_s17_qp_21_01,A,0625_s17_ms_21
0625_s17_qp_21_02,B,0625_s17_ms_21
0625_s17_qp_21_03,B,0625_s17_ms_21
0625_s17_qp_21_04,C,0625_s17_ms_21
0625_s17_qp_21_05,C,0625_s17_ms_21
0625_s17_qp_21_06,D,0625_s17_ms_21
0625_s17_qp_21_07,C,0625_s17_ms_21
0625_s17_qp_21_08,B,0625_s17_ms_21
0625_s17_qp_21_09,A,0625_s17_ms_21
0625_s17_qp_21_10,A,0625_s17_ms_21
0625_s17_qp_21_11,C,0625_s17_ms_21
0625_s17_qp_21_12,C,0625_s17_ms_21
0625_s17_qp_21_13,C,0625_s17_ms_21
0625_s17_qp_21_14,A,0625_s17_ms_21
0625_s17_qp_21_15,B,0625_s17_ms_21
0625_s17_qp_21_16,D,0625_s17_ms_21
0625_s17_qp_21_17,C,0625_s17_ms_21
0625_s17_qp_21_18,D,0625_s17_ms_21
0625_s17_qp_21_19,B,0625_s17_ms_21
0625_s17_qp_21_20,D,0625_s17_ms_21
0625_s17_qp_21_21,D,0625_s17_ms_21
0625_s17_qp_21_22,A,0625_s17_ms_21
0625_s17_qp_21_23,A,0625_s17_ms_21
0625_s17_qp_21_24,D,0625_s17_ms_21
0625_s17_qp_21_25,A,0625_s17_ms_21
0625_s17_qp_21_26,C,0625_s17_ms_21
0625_s17_qp_21_27,C,0625_s17_ms_21
0625_s17_qp_21_28,A,0625_s17_ms_21
0625_s17_qp_21_29,D,0625_s17_ms_21
0625_s17_qp_21_30,C,0625_s17_ms_21
0625_s17_qp_21_31,B,0625_s17_ms_21
0625_s17_qp_21_32,B,0625_s17_ms_21
0625_s17_qp_21_33,C,0625_s17_ms_21
0625_s17_qp_21_34,D,0625_s17_ms_21
0625_s17_qp_21_35,C,0625_s17_ms_21
0625_s17_qp_21_36,D,0625_s17_ms_21
0625_s17_qp_21_37,B,0625_s17_ms_21
0625_s17_qp_21_38,B,0625_s17_ms_21
0625_s17_qp_21_39,A,0625_s17_ms_21
0625_s17_qp_21_40,B,0625_s17_ms_21
0625_s17_qp_22_01,A,0625_s17_ms_22
0625_s17_qp_22_02,B,0625_s17_ms_22
0625_s17_qp_22_03,C,0625_s17_ms_22
0625_s17_qp_22_04,B,0625_s17_ms_22
0625_s17_qp_22_05,B,0625_s17_ms_22
0625_s17_qp_22_06,B,0625_s17_ms_22
0625_s17_qp_22_07,C,0625_s17_ms_22
0625_s17_qp_22_08,A,0625_s17_ms_22
0625_s17_qp_22_09,C,0625_s17_ms_22
0625_s17_qp_22_10,A,0625_s17_ms_22
0625_s17_qp_22_11,B,0625_s17_ms_22
0625_s17_qp_22_12,D,0625_s17_ms_22
0625_s17_qp_22_13,C,0625_s17_ms_22
0625_s17_qp_22_14,A,0625_s17_ms_22
0625_s17_qp_22_15,D,0625_s17_ms_22
0625_s17_qp_22_16,A,0625_s17_ms_22
0625_s17_qp_22_17,D,0625_s17_ms_22
0625_s17_qp_22_18,D,0625_s17_ms_22
0625_s17_qp_22_19,B,0625_s17_ms_22
0625_s17_qp_22_20,C,0625_s17_ms_22
0625_s17_qp_22_21,D,0625_s17_ms_22
0625_s17_qp_22_22,A,0625_s17_ms_22
0625_s17_qp_22_23,A,0625_s17_ms_22
0625_s17_qp_22_24,B,0625_s17_ms_22
0625_s17_qp_22_25,C,0625_s17_ms_22
0625_s17_qp_22_26,C,0625_s17_ms_22
0625_s17_qp_22_27,A,0625_s17_ms_22
0625_s17_qp_22_28,B,0625_s17_ms_22
0625_s17_qp_22_29,D,0625_s17_ms_22
0625_s17_qp_22_30,D,0625_s17_ms_22
0625_s17_qp_22_31,A,0625_s17_ms_22
0625_s17_qp_22_32,B,0625_s17_ms_22
0625_s17_qp_22_33,B,0625_s17_ms_22
0625_s17_qp_22_34,B,0625_s17_ms_22
0625_s17_qp_22_35,D,0625_s17_ms_22
0625_s17_qp_22_36,A,0625_s17_ms_22
0625_s17_qp_22_37,B,0625_s17_ms_22
0625_s17_qp_22_38,C,0625_s17_ms_22
0625_s17_qp_22_39,A,0625_s17_ms_22
0625_s17_qp_22_40,C,0625_s17_ms_22
0625_s17_qp_23_01,A,0625_s17_ms_23
0625_s17_qp_23_02,C,0625_s17_ms_23
0625_s17_qp_23_03,C,0625_s17_ms_23
0625_s17_qp_23_04,B,0625_s17_ms_23
0625_s17_qp_23_05,C,0625_s17_ms_23
0625_s17_qp_23_06,B,0625_s17_ms_23
0625_s17_qp_23_07,B,0625_s17_ms_23
0625_s17_qp_23_08,D,0625_s17_ms_23
0625_s17_qp_23_09,C,0625_s17_ms_23
0625_s17_qp_23_10,C,0625_s17_ms_23
0625_s17_qp_23_11,B,0625_s17_ms_23
0625_s17_qp_23_12,D,0625_s17_ms_23
0625_s17_qp_23_13,C,0625_s17_ms_23
0625_s17_qp_23_14,A,0625_s17_ms_23
0625_s17_qp_23_15,A,0625_s17_ms_23
0625_s17_qp_23_16,D,0625_s17_ms_23
0625_s17_qp_23_17,C,0625_s17_ms_23
0625_s17_qp_23_18,D,0625_s17_ms_23
0625_s17_qp_23_19,B,0625_s17_ms_23
0625_s17_qp_23_20,A,0625_s17_ms_23
0625_s17_qp_23_21,D,0625_s17_ms_23
0625_s17_qp_23_22,A,0625_s17_ms_23
0625_s17_qp_23_23,A,0625_s17_ms_23
0625_s17_qp_23_24,B,0625_s17_ms_23
0625_s17_qp_23_25,C,0625_s17_ms_23
0625_s17_qp_23_26,D,0625_s17_ms_23
0625_s17_qp_23_27,A,0625_s17_ms_23
0625_s17_qp_23_28,A,0625_s17_ms_23
0625_s17_qp_23_29,A,0625_s17_ms_23
0625_s17_qp_23_30,C,0625_s17_ms_23
0625_s17_qp_23_31,B,0625_s17_ms_23
0625_s17_qp_23_32,B,0625_s17_ms_23
0625_s17_qp_23_33,A,0625_s17_ms_23
0625_s17_qp_23_34,D,0625_s17_ms_23
0625_s17_qp_23_35,C,0625_s17_ms_23
0625_s17_qp_23_36,D,0625_s17_ms_23
0625_s17_qp_23_37,A,0625_s17_ms_23
0625_s17_qp_23_38,A,0625_s17_ms_23
0625_s17_qp_23_39,A,0625_s17_ms_23
0625_s17_qp_23_40,B,0625_s17_ms_23
0625_w13_qp_11_01,B,0625_w13_ms_11
0625_w13_qp_11_02,C,0625_w13_ms_11
0625_w13_qp_11_03,A,0625_w13_ms_11
0625_w13_qp_11_04,D,0625_w13_ms_11
0625_w13_qp_11_05,A,0625_w13_ms_11
0625_w13_qp_11_06,B,0625_w13_ms_11
0625_w13_qp_11_07,D,0625_w13_ms_11
0625_w13_qp_11_08,B,0625_w13_ms_11
0625_w13_qp_11_09,B,0625_w13_ms_11
0625_w13_qp_11_10,D,0625_w13_ms_11
0625_w13_qp_11_11,C,0625_w13_ms_11
0625_w13_qp_11_12,A,0625_w13_ms_11
0625_w13_qp_11_13,A,0625_w13_ms_11
0625_w13_qp_11_14,C,0625_w13_ms_11
0625_w13_qp_11_15,B,0625_w13_ms_11
0625_w13_qp_11_16,B,0625_w13_ms_11
0625_w13_qp_11_17,D,0625_w13_ms_11
0625_w13_qp_11_18,C,0625_w13_ms_11
0625_w13_qp_11_19,B,0625_w13_ms_11
0625_w13_qp_11_20,C,0625_w13_ms_11
0625_w13_qp_11_21,B,0625_w13_ms_11
0625_w13_qp_11_22,B,0625_w13_ms_11
0625_w13_qp_11_23,C,0625_w13_ms_11
0625_w13_qp_11_24,A,0625_w13_ms_11
0625_w13_qp_11_25,C,0625_w13_ms_11
0625_w13_qp_11_26,C,0625_w13_ms_11
0625_w13_qp_11_27,B,0625_w13_ms_11
0625_w13_qp_11_28,D,0625_w13_ms_11
0625_w13_qp_11_29,D,0625_w13_ms_11
0625_w13_qp_11_30,B,0625_w13_ms_11
0625_w13_qp_11_31,C,0625_w13_ms_11
0625_w13_qp_11_32,C,0625_w13_ms_11
0625_w13_qp_11_33,A,0625_w13_ms_11
0625_w13_qp_11_34,C,0625_w13_ms_11
0625_w13_qp_11_35,B,0625_w13_ms_11
0625_w13_qp_11_36,A,0625_w13_ms_11
0625_w13_qp_11_37,A,0625_w13_ms_11
0625_w13_qp_11_38,D,0625_w13_ms_11
0625_w13_qp_11_39,A,0625_w13_ms_11
0625_w13_qp_11_40,D,0625_w13_ms_11
0625_w13_qp_12_01,C,0625_w13_ms_12
0625_w13_qp_12_02,B,0625_w13_ms_12
0625_w13_qp_12_03,A,0625_w13_ms_12
0625_w13_qp_12_04,B,0625_w13_ms_12
0625_w13_qp_12_05,D,0625_w13_ms_12
0625_w13_qp_12_06,A,0625_w13_ms_12
0625_w13_qp_12_07,B,0625_w13_ms_12
0625_w13_qp_12_08,D,0625_w13_ms_12
0625_w13_qp_12_09,B,0625_w13_ms_12
0625_w13_qp_12_10,D,0625_w13_ms_12
0625_w13_qp_12_11,C,0625_w13_ms_12
0625_w13_qp_12_12,A,0625_w13_ms_12
0625_w13_qp_12_13,C,0625_w13_ms_12
0625_w13_qp_12_14,A,0625_w13_ms_12
0625_w13_qp_12_15,B,0625_w13_ms_12
0625_w13_qp_12_16,B,0625_w13_ms_12
0625_w13_qp_12_17,C,0625_w13_ms_12
0625_w13_qp_12_18,D,0625_w13_ms_12
0625_w13_qp_12_19,B,0625_w13_ms_12
0625_w13_qp_12_20,B,0625_w13_ms_12
0625_w13_qp_12_21,C,0625_w13_ms_12
0625_w13_qp_12_22,B,0625_w13_ms_12
0625_w13_qp_12_23,C,0625_w13_ms_12
0625_w13_qp_12_24,A,0625_w13_ms_12
0625_w13_qp_12_25,C,0625_w13_ms_12
0625_w13_qp_12_26,B,0625_w13_ms_12
0625_w13_qp_12_27,C,0625_w13_ms_12
0625_w13_qp_12_28,D,0625_w13_ms_12
0625_w13_qp_12_29,D,0625_w13_ms_12
0625_w13_qp_12_30,C,0625_w13_ms_12
0625_w13_qp_12_31,B,0625_w13_ms_12
0625_w13_qp_12_32,A,0625_w13_ms_12
0625_w13_qp_12_33,C,0625_w13_ms_12
0625_w13_qp_12_34,B,0625_w13_ms_12
0625_w13_qp_12_35,C,0625_w13_ms_12
0625_w13_qp_12_36,A,0625_w13_ms_12
0625_w13_qp_12_37,A,0625_w13_ms_12
0625_w13_qp_12_38,A,0625_w13_ms_12
0625_w13_qp_12_39,D,0625_w13_ms_12
0625_w13_qp_12_40,D,0625_w13_ms_12
0625_w13_qp_13_01,C,0625_w13_ms_13
0625_w13_qp_13_02,A,0625_w13_ms_13
0625_w13_qp_13_03,A,0625_w13_ms_13
0625_w13_qp_13_04,D,0625_w13_ms_13
0625_w13_qp_13_05,A,0625_w13_ms_13
0625_w13_qp_13_06,B,0625_w13_ms_13
0625_w13_qp_13_07,A,0625_w13_ms_13
0625_w13_qp_13_08,B,0625_w13_ms_13
0625_w13_qp_13_09,A,0625_w13_ms_13
0625_w13_qp_13_10,C,0625_w13_ms_13
0625_w13_qp_13_11,B,0625_w13_ms_13
0625_w13_qp_13_12,C,0625_w13_ms_13
0625_w13_qp_13_13,D,0625_w13_ms_13
0625_w13_qp_13_14,C,0625_w13_ms_13
0625_w13_qp_13_15,B,0625_w13_ms_13
0625_w13_qp_13_16,B,0625_w13_ms_13
0625_w13_qp_13_17,B,0625_w13_ms_13
0625_w13_qp_13_18,C,0625_w13_ms_13
0625_w13_qp_13_19,B,0625_w13_ms_13
0625_w13_qp_13_20,C,0625_w13_ms_13
0625_w13_qp_13_21,A,0625_w13_ms_13
0625_w13_qp_13_22,C,0625_w13_ms_13
0625_w13_qp_13_23,B,0625_w13_ms_13
0625_w13_qp_13_24,B,0625_w13_ms_13
0625_w13_qp_13_25,B,0625_w13_ms_13
0625_w13_qp_13_26,D,0625_w13_ms_13
0625_w13_qp_13_27,B,0625_w13_ms_13
0625_w13_qp_13_28,B,0625_w13_ms_13
0625_w13_qp_13_29,D,0625_w13_ms_13
0625_w13_qp_13_30,B,0625_w13_ms_13
0625_w13_qp_13_31,B,0625_w13_ms_13
0625_w13_qp_13_32,A,0625_w13_ms_13
0625_w13_qp_13_33,A,0625_w13_ms_13
0625_w13_qp_13_34,C,0625_w13_ms_13
0625_w13_qp_13_35,B,0625_w13_ms_13
0625_w13_qp_13_36,A,0625_w13_ms_13
0625_w13_qp_13_37,C,0625_w13_ms_13
0625_w13_qp_13_38,D,0625_w13_ms_13
0625_w13_qp_13_39,A,0625_w13_ms_13
0625_w13_qp_13_40,B,0625_w13_ms_13
0625_w14_qp_11_01,A,0625_w14_ms_11
0625_w14_qp_11_02,D,0625_w14_ms_11
0625_w14_qp_11_03,D,0625_w14_ms_11
0625_w14_qp_11_04,B,0625_w14_ms_11
0625_w14_qp_11_05,B,0625_w14_ms_11
0625_w14_qp_11_06,D,0625_w14_ms_11
0625_w14_qp_11_07,B,0625_w14_ms_11
0625_w14_qp_11_08,D,0625_w14_ms_11
0625_w14_qp_11_09,B,0625_w14_ms_11
0625_w14_qp_11_10,D,0625_w14_ms_11
0625_w14_qp_11_11,D,0625_w14_ms_11
0625_w14_qp_11_12,C,0625_w14_ms_11
0625_w14_qp_11_13,A,0625_w14_ms_11
0625_w14_qp_11_14,D,0625_w14_ms_11
0625_w14_qp_11_15,C,0625_w14_ms_11
0625_w14_qp_11_16,D,0625_w14_ms_11
0625_w14_qp_11_17,B,0625_w14_ms_11
0625_w14_qp_11_18,A,0625_w14_ms_11
0625_w14_qp_11_19,A,0625_w14_ms_11
0625_w14_qp_11_20,B,0625_w14_ms_11
0625_w14_qp_11_21,D,0625_w14_ms_11
0625_w14_qp_11_22,D,0625_w14_ms_11
0625_w14_qp_11_23,B,0625_w14_ms_11
0625_w14_qp_11_24,A,0625_w14_ms_11
0625_w14_qp_11_25,C,0625_w14_ms_11
0625_w14_qp_11_26,C,0625_w14_ms_11
0625_w14_qp_11_27,C,0625_w14_ms_11
0625_w14_qp_11_28,B,0625_w14_ms_11
0625_w14_qp_11_29,A,0625_w14_ms_11
0625_w14_qp_11_30,D,0625_w14_ms_11
0625_w14_qp_11_31,A,0625_w14_ms_11
0625_w14_qp_11_32,C,0625_w14_ms_11
0625_w14_qp_11_33,B,0625_w14_ms_11
0625_w14_qp_11_34,B,0625_w14_ms_11
0625_w14_qp_11_35,B,0625_w14_ms_11
0625_w14_qp_11_36,A,0625_w14_ms_11
0625_w14_qp_11_37,B,0625_w14_ms_11
0625_w14_qp_11_38,C,0625_w14_ms_11
0625_w14_qp_11_39,B,0625_w14_ms_11
0625_w14_qp_11_40,D,0625_w14_ms_11
0625_w14_qp_12_01,D,0625_w14_ms_12
0625_w14_qp_12_02,A,0625_w14_ms_12
0625_w14_qp_12_03,D,0625_w14_ms_12
0625_w14_qp_12_04,D,0625_w14_ms_12
0625_w14_qp_12_05,B,0625_w14_ms_12
0625_w14_qp_12_06,B,0625_w14_ms_12
0625_w14_qp_12_07,D,0625_w14_ms_12
0625_w14_qp_12_08,B,0625_w14_ms_12
0625_w14_qp_12_09,D,0625_w14_ms_12
0625_w14_qp_12_10,C,0625_w14_ms_12
0625_w14_qp_12_11,B,0625_w14_ms_12
0625_w14_qp_12_12,D,0625_w14_ms_12
0625_w14_qp_12_13,C,0625_w14_ms_12
0625_w14_qp_12_14,B,0625_w14_ms_12
0625_w14_qp_12_15,D,0625_w14_ms_12
0625_w14_qp_12_16,A,0625_w14_ms_12
0625_w14_qp_12_17,A,0625_w14_ms_12
0625_w14_qp_12_18,A,0625_w14_ms_12
0625_w14_qp_12_19,D,0625_w14_ms_12
0625_w14_qp_12_20,B,0625_w14_ms_12
0625_w14_qp_12_21,A,0625_w14_ms_12
0625_w14_qp_12_22,B,0625_w14_ms_12
0625_w14_qp_12_23,A,0625_w14_ms_12
0625_w14_qp_12_24,C,0625_w14_ms_12
0625_w14_qp_12_25,B,0625_w14_ms_12
0625_w14_qp_12_26,D,0625_w14_ms_12
0625_w14_qp_12_27,D,0625_w14_ms_12
0625_w14_qp_12_28,B,0625_w14_ms_12
0625_w14_qp_12_29,C,0625_w14_ms_12
0625_w14_qp_12_30,C,0625_w14_ms_12
0625_w14_qp_12_31,A,0625_w14_ms_12
0625_w14_qp_12_32,B,0625_w14_ms_12
0625_w14_qp_12_33,C,0625_w14_ms_12
0625_w14_qp_12_34,D,0625_w14_ms_12
0625_w14_qp_12_35,B,0625_w14_ms_12
0625_w14_qp_12_36,A,0625_w14_ms_12
0625_w14_qp_12_37,C,0625_w14_ms_12
0625_w14_qp_12_38,B,0625_w14_ms_12
0625_w14_qp_12_39,D,0625_w14_ms_12
0625_w14_qp_12_40,B,0625_w14_ms_12
0625_w14_qp_13_01,A,0625_w14_ms_13
0625_w14_qp_13_02,D,0625_w14_ms_13
0625_w14_qp_13_03,C,0625_w14_ms_13
0625_w14_qp_13_04,B,0625_w14_ms_13
0625_w14_qp_13_05,B,0625_w14_ms_13
0625_w14_qp_13_06,C,0625_w14_ms_13
0625_w14_qp_13_07,B,0625_w14_ms_13
0625_w14_qp_13_08,C,0625_w14_ms_13
0625_w14_qp_13_09,A,0625_w14_ms_13
0625_w14_qp_13_10,C,0625_w14_ms_13
0625_w14_qp_13_11,A,0625_w14_ms_13
0625_w14_qp_13_12,A,0625_w14_ms_13
0625_w14_qp_13_13,C,0625_w14_ms_13
0625_w14_qp_13_14,C,0625_w14_ms_13
0625_w14_qp_13_15,A,0625_w14_ms_13
0625_w14_qp_13_16,D,0625_w14_ms_13
0625_w14_qp_13_17,D,0625_w14_ms_13
0625_w14_qp_13_18,A,0625_w14_ms_13
0625_w14_qp_13_19,A,0625_w14_ms_13
0625_w14_qp_13_20,C,0625_w14_ms_13
0625_w14_qp_13_21,A,0625_w14_ms_13
0625_w14_qp_13_22,D,0625_w14_ms_13
0625_w14_qp_13_23,A,0625_w14_ms_13
0625_w14_qp_13_24,A,0625_w14_ms_13
0625_w14_qp_13_25,C,0625_w14_ms_13
0625_w14_qp_13_26,C,0625_w14_ms_13
0625_w14_qp_13_27,C,0625_w14_ms_13
0625_w14_qp_13_28,C,0625_w14_ms_13
0625_w14_qp_13_29,A,0625_w14_ms_13
0625_w14_qp_13_30,D,0625_w14_ms_13
0625_w14_qp_13_31,A,0625_w14_ms_13
0625_w14_qp_13_32,D,0625_w14_ms_13
0625_w14_qp_13_33,B,0625_w14_ms_13
0625_w14_qp_13_34,D,0625_w14_ms_13
0625_w14_qp_13_35,B,0625_w14_ms_13
0625_w14_qp_13_36,B,0625_w14_ms_13
0625_w14_qp_13_37,B,0625_w14_ms_13
0625_w14_qp_13_38,B,0625_w14_ms_13
0625_w14_qp_13_39,D,0625_w14_ms_13
0625_w14_qp_13_40,A,0625_w14_ms_13
0625_w15_qp_11_01,A,0625_w15_ms_11
0625_w15_qp_11_02,A,0625_w15_ms_11
0625_w15_qp_11_03,D,0625_w15_ms_11
0625_w15_qp_11_04,C,0625_w15_ms_11
0625_w15_qp_11_05,D,0625_w15_ms_11
0625_w15_qp_11_06,C,0625_w15_ms_11
0625_w15_qp_11_07,C,0625_w15_ms_11
0625_w15_qp_11_08,B,0625_w15_ms_11
0625_w15_qp_11_09,D,0625_w15_ms_11
0625_w15_qp_11_10,C,0625_w15_ms_11
0625_w15_qp_11_11,B,0625_w15_ms_11
0625_w15_qp_11_12,A,0625_w15_ms_11
0625_w15_qp_11_13,D,0625_w15_ms_11
0625_w15_qp_11_14,A,0625_w15_ms_11
0625_w15_qp_11_15,A,0625_w15_ms_11
0625_w15_qp_11_16,C,0625_w15_ms_11
0625_w15_qp_11_17,B,0625_w15_ms_11
0625_w15_qp_11_18,D,0625_w15_ms_11
0625_w15_qp_11_19,A,0625_w15_ms_11
0625_w15_qp_11_20,B,0625_w15_ms_11
0625_w15_qp_11_21,B,0625_w15_ms_11
0625_w15_qp_11_22,D,0625_w15_ms_11
0625_w15_qp_11_23,B,0625_w15_ms_11
0625_w15_qp_11_24,B,0625_w15_ms_11
0625_w15_qp_11_25,D,0625_w15_ms_11
0625_w15_qp_11_26,C,0625_w15_ms_11
0625_w15_qp_11_27,D,0625_w15_ms_11
0625_w15_qp_11_28,B,0625_w15_ms_11
0625_w15_qp_11_29,B,0625_w15_ms_11
0625_w15_qp_11_30,B,0625_w15_ms_11
0625_w15_qp_11_31,B,0625_w15_ms_11
0625_w15_qp_11_32,A,0625_w15_ms_11
0625_w15_qp_11_33,B,0625_w15_ms_11
0625_w15_qp_11_34,D,0625_w15_ms_11
0625_w15_qp_11_35,C,0625_w15_ms_11
0625_w15_qp_11_36,A,0625_w15_ms_11
0625_w15_qp_11_37,C,0625_w15_ms_11
0625_w15_qp_11_38,A,0625_w15_ms_11
0625_w15_qp_11_39,C,0625_w15_ms_11
0625_w15_qp_11_40,B,0625_w15_ms_11
0625_w15_qp_12_01,A,0625_w15_ms_12
0625_w15_qp_12_02,D,0625_w15_ms_12
0625_w15_qp_12_03,D,0625_w15_ms_12
0625_w15_qp_12_04,C,0625_w15_ms_12
0625_w15_qp_12_05,A,0625_w15_ms_12
0625_w15_qp_12_06,C,0625_w15_ms_12
0625_w15_qp_12_07,D,0625_w15_ms_12
0625_w15_qp_12_08,C,0625_w15_ms_12
0625_w15_qp_12_09,D,0625_w15_ms_12
0625_w15_qp_12_10,B,0625_w15_ms_12
0625_w15_qp_12_11,C,0625_w15_ms_12
0625_w15_qp_12_12,B,0625_w15_ms_12
0625_w15_qp_12_13,D,0625_w15_ms_12
0625_w15_qp_12_14,A,0625_w15_ms_12
0625_w15_qp_12_15,A,0625_w15_ms_12
0625_w15_qp_12_16,C,0625_w15_ms_12
0625_w15_qp_12_17,D,0625_w15_ms_12
0625_w15_qp_12_18,A,0625_w15_ms_12
0625_w15_qp_12_19,D,0625_w15_ms_12
0625_w15_qp_12_20,B,0625_w15_ms_12
0625_w15_qp_12_21,B,0625_w15_ms_12
0625_w15_qp_12_22,A,0625_w15_ms_12
0625_w15_qp_12_23,B,0625_w15_ms_12
0625_w15_qp_12_24,B,0625_w15_ms_12
0625_w15_qp_12_25,D,0625_w15_ms_12
0625_w15_qp_12_26,C,0625_w15_ms_12
0625_w15_qp_12_27,D,0625_w15_ms_12
0625_w15_qp_12_28,B,0625_w15_ms_12
0625_w15_qp_12_29,B,0625_w15_ms_12
0625_w15_qp_12_30,C,0625_w15_ms_12
0625_w15_qp_12_31,A,0625_w15_ms_12
0625_w15_qp_12_32,C,0625_w15_ms_12
0625_w15_qp_12_33,B,0625_w15_ms_12
0625_w15_qp_12_34,A,0625_w15_ms_12
0625_w15_qp_12_35,D,0625_w15_ms_12
