text,x_corr,y_corr
" 
",541.2189,219.4876564
"ohmic 
resistor 
",117.89400348799991,259.9661677600001
"filament 
",186.69119516799992,247.32339697600003
"lamp 
",194.03262716799992,259.9661677600001
"W 
",130.73371856,283.91913639999996
"X 
",132.23610000000002,304.9238364
"W 
",130.73371856,325.9285364
"X 
",132.23610000000002,346.9333464
"Y 
",202.271491552,283.91913639999996
"Y 
",202.27061168000003,304.9238364
"Z 
",202.583846112,325.9285364
"Z 
",202.58296624000002,346.9333464
" 
 
30  The four circuits shown all include an a.c. power supply, two diodes and a lamp. 
 
",49.60629,399.91375460800003
"In which circuit is there a rectified current in the lamp? 
",70.8661972,412.556525392
"A
",171.88319,434.7424
"C
",171.67909,578.2189000000001
" 
",49.60629,425.199296176
" 
 
",49.60786312000005,700.498426224
"B
",414.6572,434.7424
"D
",414.6572,578.2189000000001
" 
",496.23309,677.5380564
"© UCLES 2016 
",49.60629,803.48849
"0625/21/M/J/16 
",270.12609378999997,803.48849
"[Turn over 
",491.3008,803.48849
"31  The diagram shows a combination of logic gates. 
 
",49.60629,87.8753171840001
"14 
",291.60001,48.87034640000002
"input P
(= 0)
",101.9624,116.97271999999998
"input Q
(= 1)
",101.25405102500002,180.33485512999994
" 
",49.606990464000035,194.51383543999998
" 
",49.606990464000035,219.82786286400005
" 
",49.606990464000035,245.11340443200015
"Input P is at a logic state 0 (low) and input Q is at a logic state 1 (high). 
",70.86689766400004,207.15660622400003
"What are the logic states at output X and at output Y? 
",70.86689766400004,232.4706336480001
"output X
",452.740749525,121.89530059999993
"output Y
",452.740749525,165.16184062999992
" 
",494.2205,184.19623639999998
" 
",85.06803174400004,261.8660573280001
"A 
",81.0992,282.65070000000003
"B 
",81.0992,303.6554
"C 
",81.0992,324.63181
"D 
",81.0992,345.63651
"output X 
",112.70701094400003,261.8660573280001
"output Y 
",180.61630179200006,261.8660573280001
"0 
",130.13886592,285.08134640000003
"0 
",130.13886592,306.0860464
"1 
",130.13886592,327.0624564
"1 
",130.13886592,348.0671564
"0 
",198.057505408,285.08134640000003
"1 
",198.057505408,306.0860464
"0 
",198.057505408,327.0624564
"1 
",198.057505408,348.0671564
" 
 
32  The diagram shows part of a circuit used to switch street lamps on and off automatically. 
 
",49.60629,401.047468752
"+
",224.96429,412.925296
"–
",224.2141,562.641606
"LDR
",306.7327,538.062986
" 
",371.2252,566.3915564
"In the evening it gets dark. 
",70.89519071999995,589.351926224
"Which  row  shows  the  effect  on  the  resistance  of  the  light-dependent  resistor  (LDR)  and  on  the 
potential difference (p.d.) across it? 
",70.86670486399994,627.308724432
" 
",85.06783894399994,654.273501712
"A 
",81.0992,677.48849
"B 
",81.0992,698.49319
"C 
",81.0992,719.49789
"D 
",81.0992,740.4743
"resistance of LDR 
",110.46644406399994,656.704148112
"p.d. across LDR 
",224.63555523199994,656.704148112
"decreases 
",128.77836384,679.9191364000001
"decreases 
",128.77836384,700.9238364
"increases 
",130.620485856,721.9285364
"increases 
",130.620485856,742.9049464
"decreases 
",238.65018016,679.9191364000001
"increases 
",240.492302176,700.9238364
"decreases 
",238.64996019199998,721.9285364
"increases 
",240.482403616,742.9049464
" 
",49.60679766399994,576.70915544
" 
",49.60679766399994,601.994697008
" 
",49.60679766399994,639.951495216
" 
 
",49.60629,770.599727184
"© UCLES 2016 
",49.60629,804.11211
"0625/21/M/J/16 
",270.12609378999997,804.11211
" 
",545.681243088,804.11211
"15 
",291.60001,48.87034640000002
"33  A domestic circuit includes a 30 A fuse. This protects the wiring if there is too much current in the 
",49.60629,75.23254640000005
"circuit. 
",70.89508006400001,87.8753171840001
" 
",49.60668700800001,100.51808796800015
" 
",49.60625984000001,125.8028171840001
"In which wire is the 30 A fuse positioned, and what does it do when it operates? 
",70.89508006400001,113.1608587520002
" 
",85.06730112000001,142.3289030400001
"A 
",81.0992,162.85851000000002
"B 
",81.0992,183.83501
"C 
",81.0992,204.83970999999997
"D 
",81.0992,225.84441000000004
"position 
",125.11665491200002,142.3289030400001
"operation 
",241.59521011200002,142.3289030400001
"live wire 
",124.21402784,165.28915640000002
"disconnects the circuit 
",210.45710156799998,165.28915640000002
"live wire 
",124.21402784,186.2656564
"reduces the current to 30 A 
",198.971472448,186.2656564
"neutral wire 
",115.65397311999999,207.27035639999997
"disconnects the circuit 
",210.464800448,207.27035639999997
"neutral wire 
",115.65397311999999,228.27505640000004
"reduces the current to 30 A 
",198.975541856,228.27505640000004
" 
 
34  A strong electromagnet is used to attract pins. 
 
",49.60629,281.25534875200015
"current
",254.085684694,308.9939739269
"pins
",203.7543,372.95645609999997
"core
",370.1954,303.5770461000001
"coil
",369.4048,364.3539461
" 
",391.7197,398.5805464
"What happens when the current in the coil is halved? 
",70.86667632000002,421.56940208000003
"A  No pins are attracted. 
",70.86667632000002,445.18186704000004
"B  Some pins are attracted, but not as many. 
",70.86667632000001,466.83881648000005
"C  The same number of pins is attracted. 
",70.86667632000001,488.467280064
"D  More pins are attracted. 
",70.86667632000001,510.15271536
" 
",49.606769120000024,408.89814544
" 
 
",49.60676912000002,535.466742784
"© UCLES 2016 
",49.60629,803.48849
"0625/21/M/J/16 
",270.12609378999997,803.48849
"[Turn over 
",491.3008,803.48849
"35  The diagram shows a transformer. 
 
",49.60629,87.8753171840001
"16 
",291.5433,48.87034640000002
"input
voltage
",159.7038072069,157.93861900000002
"  
",212.0128,152.09417500000006
"output 
voltage
",399.51969282899995,159.77806577
"primary coil
800 turns
",214.15311,239.40810900000008
"secondary coil
",312.0626878071,226.21422900000005
"40 turns
",327.3460901021,239.40810900000008
" 
",435.685,243.21364640000002
" 
",49.60706496,253.53124544000002
" 
",49.606433424000016,278.81711718400004
"The input voltage is 240 V. 
",70.895458016,266.1743464
"What is the output voltage? 
",70.86634062400002,291.4598879680001
"A  6.0 V 
",70.86634062400002,315.1010587520001
"B  12 V 
",170.10739096,315.10024639999995
"C  20 V 
",269.34755984000003,315.10024639999995
"D  40 V 
",368.559973984,315.10024639999995
" 
 
36  The diagram shows a shaded area where the direction of a magnetic field is into the page. 
 
",49.606992799999944,365.69981539199995
"A beam of β-particles enters the field as shown. 
",70.89538585599995,379.10796483199994
"beam of
β-particles
",145.64491053499998,486.30810213600006
"magnetic field
into the page
",380.94341,416.84339400000005
" 
",449.6599,521.1506464
"In which direction is the beam of β-particles deflected as they enter the magnetic field? 
",70.86730511999998,544.876504864
"A 
",70.86730512000003,568.573657504
"into the page 
",92.08981776000003,568.573657504
"B  out of the page 
",70.86730512000003,590.2306069440001
"C  down the page 
",70.86730512000003,611.887556384
"D  up the page 
",70.86730512000003,633.544505824
" 
",49.60688281599997,391.8353133119999
" 
",49.60739791999998,531.49684128
" 
 
",49.607397920000025,658.8585332480001
"© UCLES 2016 
",49.60629,804.3956000000001
"0625/21/M/J/16 
",270.12609378999997,804.3956000000001
" 
",545.681243088,804.3956000000001
"37  The arrangement shown is used to check whether the flour inside a cardboard packet is above a 
certain  level.  If  it  is  above  this  level,  the  flour  absorbs  the  radiation  from  the  source  so  that  it 
doesn’t reach the detector. 
",49.60629,100.51808796800015
"17 
",291.60001,48.87034640000002
" 
",49.60629,113.1608587520002
" 
",49.60689766400003,258.80364543999997
"radioactive
source
",185.924,149.706371
"cardboard
packet
",180.25494168510002,220.66133494999997
"detector
",375.06749929430003,144.25975099999994
"flour
",372.9012,200.47444099999996
" 
",415.2189,248.48604639999996
"Which type of radiation is suitable to use? 
",70.86680486400003,271.47490208
"A  α-particles only 
",70.86680486400003,295.82425983999997
"B  β-particles only 
",70.86559504000004,318.302679776
"C  either α-particles or β-particles 
",70.86559504000004,340.781099712
"D 
",70.86438521600006,363.288225472
"γ-rays only 
",92.09569657600007,363.288225472
" 
 
38  A nucleus of americium 
 
",49.604478016000066,420.3218712
"243
",190.03461,396.2066
"95
",193.97505239999998,404.540146614
"Am
",203.92439,401.5641
" emits an α-particle to form a nucleus of neptunium (Np). 
",222.23621,403.9947464
"Which equation represents this decay? 
",70.89470651199998,432.96464198399997
"A 
",70.86622065599998,456.81148284799997
"B 
",70.86658864,484.81761575999997
"C 
",70.86673296000001,512.8239257600001
"243
",93.8835,451.48219
"95
",97.82394239999999,459.815736614
"Am
",107.77319,456.83971
"243
",93.8835,479.48849
"95
",97.82350506899999,487.850592749
"Am
",107.6031,484.84599
"243
",93.8835,507.46651
"95
",97.82350506899999,515.8286127490001
"Am
",107.77319,512.8239
"D 
",70.89521881600001,540.8588216
"243
",93.94009,535.5294
"95
",97.88053239999999,543.8629466140001
"Am
",107.8299,540.8869
"  →   Np
",126.08501,459.2419364
"247
",150.9165,451.48219
"97
",154.8569424,459.815736614
"  →   Np
",126.08501,487.2482464
"243
",150.9165,479.48849
"96
",154.856505069,487.850592749
"  →   Np
",126.08501,515.2545464
"243
",150.9165,507.46651
"94
",154.856505069,515.8286127490001
"  →   Np
",126.14169,543.2892464
"239
",151.0016,535.5294
"93
",154.9420424,543.8629466140001
"4
",200.6929,451.42551
"  +   α
",180.1701,459.2419364
"2
",200.806298218,459.78757859399997
"0
",201.71339,479.43179
"  +   α
",180.1701,487.2482464
"1-
",200.57940782,487.79385859399997
"0
",201.7984,507.4381
"  +   α
",180.1701,515.2545464
"1-
",200.57971915099998,515.8001685940001
"4
",200.8063,535.4727
"  +   α
",180.22681,543.2892464
"2
",200.91969821799998,543.834768594
" 
",215.8299,459.2419364
" 
",216.8221,487.2482464
" 
",216.8221,515.2545464
" 
",215.8866,543.2892464
" 
 
39  A certain element has several isotopes. 
",49.60607977599997,584.901912768
"Which statement about these isotopes is correct? 
",70.86598697599997,608.571569408
"A  They must have different numbers of electrons orbiting their nuclei. 
",70.86598697599997,632.184034368
"B  They must have the same number of neutrons in their nuclei. 
",70.86598697599996,653.840983808
"C  They must have the same number of nucleons in their nuclei. 
",70.86598697599996,675.469447392
"D  They must have the same number of protons in their nuclei. 
",70.89458281599997,697.153892832
" 
 
",49.60596979199997,722.467920256
"© UCLES 2016 
",49.60629,803.48849
"0625/21/M/J/16 
",270.12609378999997,803.48849
"[Turn over 
",491.3008,803.48849
"40  A  reading  is  taken  every  10  minutes  of  the  number  of  emissions  per  second  from  a  radioactive 
",49.60629,75.23254640000005
"source. The table shows the readings. 
",70.8661972,87.8753171840001
"18 
",291.60001,48.87034640000002
" 
",49.60629,100.51808796800015
" 
",49.60629,309.85615640000003
" 
 
",49.606992799999944,371.453487968
"time / min 
",229.6061044,131.44448892800017
"number of 
emissions 
per second 
",302.201162624,144.08630718400002
"0 
",248.8535,168.83254639999996
"10 
",245.7921,189.83724640000003
"20 
",245.7921,210.84194639999998
"30 
",245.7921,231.8183464
"40 
",245.7921,252.82304639999995
"50 
",245.7921,273.8278464
"60 
",245.7921,294.83254639999996
"800 
",320.225527104,168.83254639999996
"560 
",320.22267216,189.83724640000003
"400 
",320.22267216,210.84194639999998
"280 
",320.22267216,231.8183464
"200 
",320.22267216,252.82304639999995
"140 
",320.22267216,273.8278464
"100 
",320.22267216,294.83254639999996
"What is the half-life of the source? 
",70.894683056,322.52741304000006
"A  10 min 
",70.8661972,346.16858382400005
"B  20 min 
",170.106735696,346.1679464
"C  40 min 
",269.34755984000003,346.1679464
"D  60 min 
",368.559973984,346.1679464
"© UCLES 2016 
",49.60629,804.11211
"0625/21/M/J/16 
",270.12609378999997,804.11211
" 
",545.681243088,804.11211
"19 
",291.60001,48.87034640000002
"BLANK PAGE 
",261.35429,72.80190000000005
" 
 
 
",297.72269928,110.7302123520002
"© UCLES 2016 
",49.60629,804.11211
"0625/21/M/J/16 
",270.12609378999997,804.11211
" 
",545.681243088,804.11211
"20 
",291.60001,48.87034640000002
"BLANK PAGE 
",261.35429,72.80190000000005
" 
 
 
",297.72269928,110.7302123520002
"Permission  to  reproduce  items  where  third-party  owned  material  protected  by  copyright  is  included  has  been  sought  and  cleared  where  possible.  Every 
reasonable effort has been made by the publisher (UCLES) to trace copyright holders, but if any items requiring clearance have unwittingly been included, the 
publisher will be pleased to make amends at the earliest possible opportunity. 
 
To  avoid  the  issue  of  disclosure  of  answer-related  information  to  candidates,  all  copyright  acknowledgements  are  reproduced  online  in  the  Cambridge 
International  Examinations  Copyright  Acknowledgements  Booklet.  This  is  produced  for  each  series  of  examinations  and  is  freely  available  to  download  at 
www.cie.org.uk after the live examination series. 
",49.605449808,764.45098328
"Cambridge International Examinations is part of the Cambridge Assessment Group. Cambridge Assessment is the brand name of University of Cambridge Local 
Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge. 
",49.60537979200001,788.60160216
"© UCLES 2016 
",49.60629,804.11211
"0625/21/M/J/16 
",270.12609378999997,804.11211
" 
",545.681243088,804.11211
